time,hour,min,sec,env,acc,gyr,mag,pressure,prox,light,gnssMeasurement,gnssStatus,nema,wifi,cell
1543543836797,10,10,36,0,0.095768064;5.257667;9.232041,-0.059725165;-0.53166217;-0.1869073,-27.875;-0.4375;-48.875,1021.7363,5.0,12959.0, , , , , 
1543543836807,10,10,36,0,0.0;5.391742;9.701305,-0.059725165;-0.53166217;-0.1869073,-27.1875;-0.4375;-50.3125,1021.7363,5.0,12959.0, , , , , 
1543543836818,10,10,36,0,-0.47884035;5.5641246;9.902418,-0.059725165;-0.53166217;-0.1869073,-26.5;1.0625;-51.0625,1021.7363,5.0,12959.0, , , , , 
1543543836828,10,10,36,0,-1.0055647;5.755661;9.787497,-0.059725165;-0.53166217;-0.1869073,-27.9375;1.0625;-49.625,1021.7363,5.0,12959.0, , , , , 
1543543836837,10,10,36,0,-1.7621324;5.9184666;9.739613,-0.059725165;-0.53166217;-0.1869073,-25.75;0.25;-49.5625,1021.7363,5.0,12959.0, , , , , 
1543543836847,10,10,36,0,-2.2601264;5.6886234;9.835381,-0.059725165;-0.53166217;-0.1869073,-25.8125;0.25;-50.3125,1021.7363,5.0,12959.0, , , , , 
1543543836858,10,10,36,0,-2.633622;4.903325;10.898406,-0.059725165;-0.53166217;-0.1869073,-26.5;1.75;-49.5625,1021.7363,5.0,12959.0, , , , , 
1543543836867,10,10,36,0,-2.1452048;4.0892963;12.564771,-0.059725165;-0.53166217;-0.1869073,-27.1875;0.3125;-49.5625,1021.7363,5.0,12959.0, , , , , 
1543543836877,10,10,36,0,-1.9440918;3.323152;13.474567,-0.059725165;-0.53166217;-0.1869073,-26.5625;3.25;-51.0625,1021.7363,5.0,12959.0, , , , , 
1543543836887,10,10,36,0,-2.183512;2.4133554;14.279019,-0.059725165;-0.53166217;-0.1869073,-25.125;1.0;-50.3125,1021.7363,5.0,12959.0, , , , , 
1543543836897,10,10,36,0,-2.27928;2.3175871;14.365211,-0.059725165;-0.53166217;-0.1869073,-26.5625;3.25;-51.0625,1021.7363,5.0,12959.0, , , , , 
1543543836907,10,10,36,0,-2.6623523;2.5953147;14.001291,-1.2020606;1.4524107;1.4465289,-25.1875;3.25;-53.3125,1021.7363,5.0,12959.0, , , , , 
1543543836919,10,10,36,0,-2.6240451;3.3614593;12.555194,-1.2020606;1.4524107;1.4465289,-23.0;1.6875;-52.5625,1021.7363,5.0,12959.0, , , , , 
1543543836929,10,10,36,0,-2.9496565;3.6008794;11.070788,-1.2020606;1.4524107;1.4465289,-24.4375;4.0;-51.8125,1021.7363,5.0,12959.0, , , , , 
1543543836938,10,10,36,0,-3.1507695;3.715801;10.25676,-1.2020606;1.4524107;1.4465289,-24.4375;2.5;-51.0625,1021.7363,5.0,12959.0, , , , , 
1543543836949,10,10,36,0,-3.122039;3.8594532;9.289502,-1.2020606;1.4524107;1.4465289,-25.875;3.25;-50.3125,1021.7363,5.0,12959.0, , , , , 
1543543836959,10,10,36,0,-2.9783869;3.8881836;8.848969,-1.2020606;1.4524107;1.4465289,-23.625;-1.25;-51.8125,1021.7363,5.0,12959.0, , , , , 
1543543836969,10,10,36,0,-2.72939;4.0797195;8.37013,-1.2020606;1.4524107;1.4465289,-25.125;1.0;-51.0625,1021.7363,5.0,12959.0, , , , , 
1543543836980,10,10,36,0,-2.5570073;4.146757;8.101978,0.5511226;0.34185764;0.21868975,-24.4375;1.75;-51.8125,1021.7363,5.0,12959.0, , , , , 
1543543836990,10,10,36,0,-2.2026656;4.2042184;7.6231384,0.4533842;0.23434536;0.2284636,-22.9375;0.1875;-51.8125,1021.7363,5.0,12959.0, , , , , 
1543543837002,10,10,37,0,-1.8291701;4.309563;7.2113357,0.3666413;0.14638077;0.21991149,-23.6875;0.9375;-51.0625,1024.3384,5.0,12959.0, , , , , 
1543543837012,10,10,37,0,-1.6184803;4.405331;6.7708025,0.29578096;0.05597271;0.19914207,-23.6875;0.1875;-50.3125,1024.3384,5.0,12959.0, , , , , 
1543543837023,10,10,37,0,-1.5514427;4.4915223;6.493075,0.213925;-0.017313667;0.18325958,-23.6875;0.1875;-50.3125,1024.3384,5.0,12959.0, , , , , 
1543543837033,10,10,37,0,-1.5993267;4.8745947;6.0716953,0.13451253;-0.041748274;0.21991149,-23.0;2.4375;-52.5625,1024.3384,5.0,12959.0, , , , , 
1543543837044,10,10,37,0,-1.6089035;4.9703627;5.9759274,0.11007792;-0.038083084;0.24923302,-23.0;2.4375;-52.5625,1024.3384,5.0,12959.0, , , , , 
1543543837056,10,10,37,0,-1.5897499;5.094861;5.813122,0.058765236;-0.016091935;0.32620203,-25.0625;0.25;-51.8125,1024.3384,5.0,12959.0, , , , , 
1543543837065,10,10,37,0,-1.436521;5.1140146;5.7843914,-0.032847095;0.043755405;0.44715336,-24.375;0.25;-53.3125,1024.3384,5.0,12959.0, , , , , 
1543543837076,10,10,37,0,-1.2641385;5.0757074;5.8801594,-0.08782497;0.066968285;0.49357912,-24.375;0.25;-53.3125,1024.3384,5.0,12959.0, , , , , 
1543543837085,10,10,37,0,-1.1587936;4.999093;5.985504,-0.13913764;0.081629045;0.52656585,-23.625;-1.25;-51.0625,1024.3384,5.0,12959.0, , , , , 
1543543837096,10,10,37,0,-1.0630256;4.9224787;6.167464,-0.16235052;0.08407251;0.5363397,-25.125;1.75;-51.0625,1024.3384,5.0,12959.0, , , , , 
1543543837106,10,10,37,0,-0.9959879;4.8267107;6.4068837,-0.22465879;0.057194438;0.5546656,-25.125;1.75;-52.5625,1022.2446,5.0,12959.0, , , , , 
1543543837116,10,10,37,0,-0.9576807;4.759673;6.5218053,-0.24664994;0.009546951;0.5644395,-22.3125;1.6875;-51.0625,1022.2446,5.0,12959.0, , , , , 
1543543837126,10,10,37,0,-0.8523358;4.644751;6.579266,-0.26741934;-0.044191737;0.5729916,-22.3125;1.6875;-52.5625,1022.2446,5.0,15807.0, , , , , 
1543543837136,10,10,37,0,-0.7565677;4.606444;6.5122285,-0.2967409;-0.093060955;0.5742133,-23.0;0.9375;-52.5625,1022.2446,5.0,15807.0, , , , , 
1543543837147,10,10,37,0,-0.63206923;4.5777135;6.397307,-0.33461452;-0.1187173;0.57543504,-22.3125;2.4375;-52.5625,1022.2446,5.0,15807.0, , , , , 
1543543837158,10,10,37,0,-0.4309563;4.4819455;6.3206925,-0.38348374;-0.12482595;0.57176983,-23.0;2.4375;-53.3125,1022.2446,5.0,15807.0, , , , , 
1543543837167,10,10,37,0,-0.2777274;4.3861775;6.339846,-0.4372399;-0.10772172;0.5546656,-23.0;2.4375;-51.8125,1022.2446,5.0,15807.0, , , , , 
1543543837178,10,10,37,0,-0.15322891;4.261679;6.493075,-0.49588296;-0.07840019;0.51923543,-23.75;3.1875;-52.5625,1022.2446,5.0,15807.0, , , , , 
1543543837188,10,10,37,0,-0.20111294;4.146757;6.895301,-0.55941296;-0.030752702;0.46303585,-25.1875;4.0;-52.5625,1022.2446,5.0,15807.0, , , , , 
1543543837200,10,10,37,0,-0.25857377;4.1276035;7.2687964,-0.5777389;-0.0075398223;0.41538835,-24.4375;4.0;-51.0625,1021.78076,5.0,15807.0, , , , , 
1543543837210,10,10,37,0,-0.2873042;4.10845;7.7572136,-0.5606347;0.0022165682;0.3726278,-24.5;4.75;-52.5625,1021.78076,5.0,15807.0, , , , , 
1543543837220,10,10,37,0,-0.29688102;4.146757;8.025364,-0.51665235;0.004660029;0.33964106,-23.8125;5.4375;-51.8125,1021.78076,5.0,15807.0, , ,$GPGSA;1.7;1.0;1.4 $GNGSA;1.7;1.0;1.4 $GNGSA;1.7;1.0;1.4 $QZGSA;1.7;1.0;1.4 $IMGSA;1.7;1.0;1.4 $BDGSA;1.7;1.0;1.4 $GAGSA;1.7;1.0;1.4 , , 
1543543837231,10,10,37,0,-0.2777274;4.1371803;8.264784,-0.45190066;-0.0050963615;0.30787608,-24.5;5.5;-52.5625,1021.78076,5.0,15807.0,29 1;2;19.059675216674805;false;NaN;0;337.37460264903893 1;5;37.05766296386719;false;NaN;0;167.87288398467865 1;6;13.390180587768555;false;NaN;0;606.1543761458784 1;7;21.462818145751953;false;NaN;1;131.21156986845568 1;13;37.42967987060547;false;NaN;0;-320.7223574639286 1;15;38.73719787597656;false;NaN;0;-646.5474721535393 1;21;24.056915283203125;false;NaN;1;-585.5407611215783 1;29;38.855064392089844;false;NaN;0;29.625591670384978 1;30;23.07685661315918;false;NaN;0;-169.723936280889 3;2;36.28176498413086;false;NaN;0;576.926488400351 3;18;33.99348449707031;false;NaN;0;94.98641746896925 3;12;14.245389938354492;false;NaN;1;-379.97443546918225 3;11;19.246253967285156;false;NaN;1;50.506728416546736 3;19;27.84144401550293;false;NaN;0;-633.7815472383554 3;17;40.49006652832031;false;NaN;0;713.7435572900426 3;3;38.385284423828125;false;NaN;0;87.36525640713188 3;4;32.723445892333984;false;NaN;0;-514.9103913360104 4;193;37.53813552856445;false;NaN;0;1.3478674287217132 4;194;16.99859619140625;false;NaN;0;-125.12070258387837 4;195;40.40073013305664;false;NaN;0;44.25750125804325 5;3;25.784893035888672;false;NaN;0;-25.51293619715109 5;5;19.209571838378906;false;NaN;0;-28.524404541361235 5;6;32.46137619018555;false;NaN;0;-102.86193590383635 5;8;31.374902725219727;false;NaN;0;55.09615272331055 5;12;30.300107955932617;false;NaN;0;-302.3904947389176 6;7;34.749183654785156;false;NaN;0;165.41610122991665 6;8;15.364188194274902;false;NaN;0;463.3878395631084 6;19;7.0;false;NaN;0;-529.1086996514784 6;26;35.52962875366211;false;NaN;0;138.3108688766299, , , , 
1543543837241,10,10,37,0,-0.2777274;4.1371803;8.264784,-0.45190066;-0.0050963615;0.30787608,-24.5;5.5;-52.5625,1021.78076,5.0,15807.0, , , , , 
1543543837251,10,10,37,0,-0.2777274;4.1371803;8.264784,-0.45190066;-0.0050963615;0.30787608,-24.5;5.5;-52.5625,1021.78076,5.0,15807.0, , , , , 
1543543837262,10,10,37,0,-0.038307227;4.261679;9.155427,-0.15379842;-0.1749169;0.14782938,-22.375;6.1875;-52.5625,1021.78076,5.0,15807.0, ,28 3;18;36.0;77.0;227.0 6;26;37.0;74.0;184.0 4;193;40.0;73.0;80.0 5;6;34.0;72.0;210.0 6;7;38.0;69.0;46.0 3;3;39.0;69.0;336.0 5;8;34.0;66.0;140.0 1;13;40.0;66.0;166.0 1;5;43.0;65.0;36.0 1;29;42.0;48.0;270.0 1;2;19.0;47.0;129.0 5;12;34.0;44.0;301.0 5;3;28.0;43.0;189.0 3;19;32.0;38.0;326.0 1;15;41.0;36.0;214.0 3;4;36.0;33.0;250.0 3;17;41.0;31.0;164.0 3;2;40.0;28.0;41.0 1;30;26.0;21.0;77.0 4;195;40.0;21.0;173.0 5;5;21.0;17.0;249.0 6;8;25.0;16.0;50.0 1;21;31.0;12.0;310.0 1;7;27.0;12.0;46.0 3;12;19.0;9.0;64.0 4;194;20.0;8.0;145.0 3;11;20.0;5.0;22.0 1;6;16.0;5.0;127.0, , , 
1543543837272,10,10,37,0,0.019153614;4.4819455;9.107543,-0.07438593;-0.2555511;0.10384709,-23.8125;6.9375;-51.0625,1021.78076,5.0,15807.0, , , , , 
1543543837282,10,10,37,0,0.1436521;4.8267107;8.810662,-0.01818633;-0.30197686;0.073303826,-22.375;5.4375;-52.5625,1021.78076,5.0,15807.0, , , , , 
1543543837292,10,10,37,0,0.2681506;5.056554;8.552089,0.002565634;-0.30686378;0.05375614,-23.8125;6.1875;-51.8125,1021.78076,5.0,15807.0, , , , , 
1543543837302,10,10,37,0,0.40222588;5.3438582;8.341399,-0.013299409;-0.246999;0.040317107,-25.25;7.0;-51.8125,1021.7202,5.0,15807.0, , , , , 
1543543837313,10,10,37,0,0.36391866;5.6215854;8.42759,-0.047507863;-0.17247343;0.035430185,-25.25;6.25;-51.8125,1021.7202,5.0,15807.0, , , , , 
1543543837323,10,10,37,0,0.1340753;5.755661;8.66701,-0.106150925;-0.108943455;0.05131268,-25.25;6.25;-51.8125,1021.7202,5.0,15807.0, , , , , 
1543543837333,10,10,37,0,-0.08619126;5.8322754;9.519346,-0.17823303;-0.08084365;0.087964594,-25.25;7.75;-51.0625,1021.7202,5.0,15807.0, , , , , 
1543543837343,10,10,37,0,-0.038307227;5.8705826;10.132261,-0.23565435;-0.13948672;0.14049901,-25.25;7.75;-51.0625,1021.7202,5.0,15807.0, , , , , 
1543543837353,10,10,37,0,0.1340753;5.746084;10.409989,-0.27841493;-0.27265534;0.18448131,-26.6875;7.75;-51.8125,1021.7202,5.0,15807.0, , , , , 
1543543837363,10,10,37,0,0.22984336;5.506664;10.25676,-0.32728413;-0.29831168;0.2003638,-26.625;5.5;-52.5625,1021.7202,5.0,15807.0, , , , , 
1543543837373,10,10,37,0,0.39264908;5.209783;10.448297,-0.41524872;-0.26043802;0.20158553,-25.9375;7.0;-51.0625,1021.7202,5.0,15807.0, , , , , 
1543543837384,10,10,37,0,0.4309563;5.00867;10.888829,-0.51909584;-0.2347817;0.17837265,-26.6875;9.25;-50.375,1021.7202,5.0,15807.0, , , , , 
1543543837394,10,10,37,0,0.40222588;4.4436383;11.865664,-0.5985083;-0.24944246;0.14538592,-26.6875;9.25;-50.375,1021.7202,5.0,15807.0, , , , , 
1543543837404,10,10,37,0,0.46926352;4.0701427;12.5264635,-0.6033952;-0.38261107;0.1001819,-24.5625;9.1875;-51.8125,1021.72217,5.0,15807.0, , , , , 
1543543837415,10,10,37,0,0.8523358;3.6104562;13.168109,-0.509322;-0.5805314;0.041538835,-26.0;9.25;-51.125,1021.72217,5.0,15807.0, , , , , 
1543543837424,10,10,37,0,1.1779473;3.466804;12.976573,-0.33950144;-0.77723;-0.039077923,-27.4375;9.25;-51.875,1021.72217,5.0,15807.0, , , , , 
1543543837434,10,10,37,0,1.4652514;3.5051112;11.932701,-0.14646803;-0.8651946;-0.11116002,-27.4375;10.75;-51.875,1021.72217,5.0,15807.0, , , , , 
1543543837444,10,10,37,0,1.5993267;3.5913026;11.176133,0.08075638;-0.82243407;-0.16980308,-26.0;9.25;-48.875,1021.72217,5.0,15807.0, , , , , 
1543543837454,10,10,37,0,1.685518;3.7445314;10.228029,0.22492059;-0.6477266;-0.18812904,-26.0;9.25;-48.875,1021.72217,5.0,15807.0, , , , , 
1543543837465,10,10,37,0,1.685518;3.8594532;9.576807,0.354424;-0.36550686;-0.19301596,-28.8125;8.5625;-49.625,1021.72217,5.0,15807.0, , , , , 
1543543837475,10,10,37,0,1.5993267;3.8307228;9.32781,0.37641516;-0.2714336;-0.19301596,-28.0625;8.5625;-49.625,1021.72217,5.0,17075.0, , , , , 
1543543837484,10,10,37,0,1.5035586;3.8402996;9.212888,0.39474112;-0.068626344;-0.19790289,-28.0625;7.0625;-48.875,1021.72217,5.0,17075.0, , , , , 
1543543837494,10,10,37,0,1.292869;3.8019924;9.260772,0.37641516;0.049864057;-0.19912462,-28.8125;7.8125;-51.125,1021.72217,5.0,17075.0, , , , , 
1543543837505,10,10,37,0,0.9864111;3.6487634;9.394848,0.33487633;0.11828096;-0.21012019,-28.0625;6.3125;-51.125,1021.7114,5.0,17075.0, , , , , 
1543543837516,10,10,37,0,0.7182605;3.5051112;9.5385,0.24202481;0.14515904;-0.24555036,-29.5;8.5625;-49.625,1021.7114,5.0,17075.0, , , , , 
1543543837526,10,10,37,0,0.31603462;3.3135753;9.80665,0.19926424;0.10239847;-0.26876324,-27.3125;5.5625;-50.375,1021.7114,5.0,17075.0, , , , , 
1543543837535,10,10,37,0,0.06703765;3.1603463;9.902418,0.17971656;0.029094638;-0.29197612,-28.75;7.0625;-49.625,1021.7114,5.0,17075.0, , , , , 
1543543837545,10,10,37,0,-0.08619126;3.0071173;9.825804,0.1858252;-0.05763077;-0.30908036,-28.0;5.5625;-49.625,1021.7114,5.0,17075.0, , , , , 
1543543837556,10,10,37,0,-0.10534488;2.930503;9.672575,0.21514674;-0.15170401;-0.33351496,-28.0625;5.5625;-51.8125,1021.7114,5.0,17075.0, , , , , 
1543543837565,10,10,37,0,0.0;2.9113493;9.097966,0.277455;-0.22867304;-0.3713886,-30.125;5.625;-50.375,1021.7114,5.0,17075.0, , , , , 
1543543837576,10,10,37,0,0.019153614;2.9783869;8.599973,0.33365458;-0.2555511;-0.39948842,-28.0;5.5625;-50.375,1021.7114,5.0,17075.0, , , , , 
1543543837586,10,10,37,0,0.10534488;3.0933087;7.843405,0.3825238;-0.2555511;-0.42758822,-28.75;6.3125;-50.375,1021.7114,5.0,17075.0, , , , , 
1543543837597,10,10,37,0,0.19153613;3.2082303;7.28795,0.42161918;-0.22622958;-0.46179667,-28.0;4.8125;-50.375,1021.7114,5.0,17075.0, , , , , 
1543543837606,10,10,37,0,0.16280572;3.3997664;6.3781533,0.43994513;-0.15170401;-0.49844858,-28.75;6.3125;-50.375,1021.72314,5.0,17075.0, , , , , 
1543543837617,10,10,37,0,0.21068975;3.8402996;6.1004257,0.417954;-0.030752702;-0.51799625,-29.375;4.0625;-49.625,1021.72314,5.0,17075.0, , , , , 
1543543837628,10,10,37,0,0.29688102;4.1946416;6.0046577,0.40451497;-0.014870205;-0.52166146,-28.0;4.8125;-51.125,1021.72314,5.0,17075.0, , , , , 
1543543837638,10,10,37,0,0.30645782;4.548983;5.583278,0.37152824;0.025429446;-0.51921797,-27.3125;4.8125;-50.375,1021.72314,5.0,17075.0, , , , , 
1543543837649,10,10,37,0,0.11492168;4.7500963;5.3438582,0.27134633;0.16226326;-0.50577897,-27.9375;1.8125;-51.0625,1021.72314,5.0,17075.0, , , , , 
1543543837659,10,10,37,0,-0.009576807;4.903325;5.439626,0.19559905;0.23312363;-0.47767916,-28.6875;2.5625;-51.0625,1021.72314,5.0,17075.0, , , , , 
1543543837670,10,10,37,0,-0.16280572;5.0661306;5.7843914,0.12596041;0.27832764;-0.43247512,-29.375;3.3125;-50.375,1021.72314,5.0,17075.0, , , , , 
1543543837680,10,10,37,0,-0.34476504;5.161899;6.1387334,0.058765236;0.31497958;-0.36527997,-29.375;2.5625;-50.375,1021.72314,5.0,17075.0, , , , , 
1543543837690,10,10,37,0,-0.45010993;5.1810527;6.3589997,0.0050090947;0.31864476;-0.30541515,-29.375;1.125;-51.0625,1021.72314,5.0,17075.0, , , , , 
1543543837700,10,10,37,0,-0.545878;5.1140146;6.6271505,-0.04384267;0.29787534;-0.24555036,-28.6875;2.5625;-50.375,1021.71387,5.0,17075.0, , , , , 
1543543837709,10,10,37,0,-0.60333884;5.0182467;6.8665705,-0.08660324;0.26733208;-0.1942377,-27.1875;1.0625;-50.3125,1021.71387,5.0,17075.0, , , , , 
1543543837719,10,10,37,0,-0.61291564;4.9416323;7.1059904,-0.13180727;0.22945844;-0.14170328,-28.625;1.8125;-49.625,1021.71387,5.0,17075.0, , , , , 
1543543837729,10,10,37,0,-0.6607997;4.9224787;7.2783732,-0.15502015;0.19769344;-0.10382964,-27.3125;3.3125;-53.3125,1021.71387,5.0,17075.0, , , , , 
1543543837740,10,10,37,0,-0.7374141;4.903325;7.422025,-0.17212437;0.15004596;-0.06106907,-27.9375;1.8125;-51.0625,1021.71387,5.0,17075.0, , , , , 
1543543837750,10,10,37,0,-0.8810662;4.903325;7.6231384,-0.17578956;0.08040732;-0.015865043,-27.9375;0.3125;-52.5625,1021.71387,5.0,17075.0, , , , , 
1543543837760,10,10,37,0,-0.8810662;4.9320555;7.7189064,-0.16845918;-0.0050963615;0.037873644,-27.9375;1.0625;-50.3125,1021.71387,5.0,17075.0, , , , , 
1543543837769,10,10,37,0,-0.7182605;4.999093;7.5944076,-0.15379842;-0.07229154;0.09407324,-28.0;3.3125;-50.375,1021.71387,5.0,17075.0, , , , , 
1543543837779,10,10,37,0,-0.51714754;4.960786;7.422025,-0.13791592;-0.10161307;0.13439035,-29.375;3.3125;-49.625,1021.71387,5.0,17075.0, , , , , 
1543543837789,10,10,37,0,-0.11492168;4.76925;7.0102224,-0.104929194;-0.09672615;0.17104226,-29.375;2.5625;-50.375,1021.71387,5.0,17075.0, , , , , 
1543543837799,10,10,37,0,0.05746084;4.711789;6.6654577,-0.10248573;-0.06373943;0.16982053,-27.25;1.0625;-51.0625,1021.7051,5.0,17075.0, , , , , 
1543543837809,10,10,37,0,0.21068975;4.807557;6.38773,-0.13058554;0.08285078;0.15393804,-29.4375;4.0625;-51.125,1021.7051,5.0,17075.0, , , , , 
1543543837819,10,10,37,0,0.23942018;4.8458643;6.291962,-0.21488494;0.22334978;0.13194689,-26.625;4.75;-51.0625,1021.7051,5.0,17075.0, , , , , 
1543543837829,10,10,37,0,0.25857377;4.8267107;6.3589997,-0.2613107;0.2881015;0.12095132,-28.625;2.5625;-48.125,1021.7051,5.0,14847.0, , , , , 
1543543837839,10,10,37,0,0.2873042;4.817134;6.694188,-0.41036183;0.4689176;0.073303826,-27.9375;2.5625;-51.8125,1021.7051,5.0,14847.0, , , , , 
1543543837850,10,10,37,0,0.20111294;4.721366;7.479486,-0.48122218;0.5409997;0.017104227,-27.25;3.3125;-51.0625,1021.7051,5.0,14847.0, , , , , 
1543543837860,10,10,37,0,0.06703765;4.663905;8.073248,-0.52031755;0.553217;-0.046408303,-27.25;3.3125;-52.5625,1021.7051,5.0,14847.0, , , , , 
1543543837870,10,10,37,0,-0.10534488;4.673482;8.810662,-0.522761;0.5177868;-0.11604694,-28.6875;4.8125;-50.375,1021.7051,5.0,14847.0, , , , , 
1543543837879,10,10,37,0,-0.22026655;4.7788267;9.222465,-0.5105437;0.5031261;-0.13559464,-26.625;4.75;-51.0625,1021.7051,5.0,14847.0, , , , , 
1543543837890,10,10,37,0,-0.21068975;4.7884035;9.797073,-0.4494572;0.43837434;-0.20523326,-25.875;4.0;-51.8125,1021.7051,5.0,14847.0, , , , , 
1543543837899,10,10,37,0,-0.23942018;4.807557;9.921572,-0.414027;0.4322657;-0.2785371,-26.5625;3.25;-51.0625,1021.7251,5.0,14847.0, , , , , 
1543543837910,10,10,37,0,-0.59376204;5.0374002;9.797073,-0.42380086;0.5031261;-0.3420671,-28.0625;5.5625;-51.8125,1021.7251,5.0,14847.0, , , , , 
1543543837920,10,10,37,0,-1.0534488;5.2385135;9.758766,-0.53253484;0.6986029;-0.3506192,-28.0;4.8125;-52.5625,1021.7251,5.0,14847.0, , , , , 
1543543837929,10,10,37,0,-1.8770541;5.391742;10.237606,-0.6657035;0.91973615;-0.29564133,-26.6875;7.0;-53.3125,1021.7251,5.0,14847.0, , , , , 
1543543837940,10,10,37,0,-2.7581203;5.2002063;11.549629,-0.7756592;1.1115478;-0.20401153,-25.1875;4.0;-52.5625,1021.7251,5.0,14847.0, , , , , 
1543543837950,10,10,37,0,-3.265691;4.7884035;12.670115,-0.82208496;1.215395;-0.08550368,-25.25;6.25;-53.3125,1021.7251,5.0,14847.0, , , , , 
1543543837960,10,10,37,0,-3.6774938;4.2042184;13.905523,-0.7426725;1.1738561;0.04520403,-23.8125;5.4375;-54.0625,1021.7251,5.0,14847.0, , , , , 
1543543837969,10,10,37,0,-3.8881836;3.3423057;15.533581,-0.5581912;0.9991486;0.10751228,-23.8125;6.9375;-53.3125,1021.7251,5.0,14847.0, , , , , 
1543543837980,10,10,37,0,-3.821146;2.882619;16.290148,-0.2698628;0.7047116;0.11484266,-24.5625;8.4375;-52.5625,1021.7251,5.0,14847.0, , , , , 
1543543837990,10,10,37,0,-3.5913026;2.4133554;16.452953,0.08686504;0.35774013;0.081855945,-23.125;7.6875;-55.5625,1021.7251,5.0,14847.0, , , , , 
1543543838001,10,10,38,0,-3.3327289;2.5378537;15.016433,0.4460538;0.068190016;0.042760566,-22.4375;8.4375;-54.0625,1021.7202,5.0,14847.0, , , , , 
1543543838010,10,10,38,0,-3.2273839;2.777274;13.666103,0.79669046;-0.11138691;0.02321288,-22.375;6.1875;-54.0625,1021.7202,5.0,14847.0, , , , , 
