time,hour,min,sec,env,acc,gyr,mag,pressure,prox,light,gnssMeasurement,gnssStatus,nema,wifi,cell
1545361245461,11,0,45,1,-1.6089035;3.715801;9.030929,-0.07574729;0.09896017;0.27977628,-20.5;-13.625;-46.625,1019.229,5.0,298.0, , , , , 
1545361245471,11,0,45,1,-1.6472107;3.7062242;9.069236,-0.07574729;0.09896017;0.27977628,-20.9375;-13.625;-46.625,1019.229,5.0,298.0, , , , , 
1545361245481,11,0,45,1,-1.6567876;3.5913026;9.155427,-0.07574729;0.09896017;0.27977628,-21.0625;-13.3125;-46.5,1019.229,5.0,298.0, , , , , 
1545361245492,11,0,45,1,-1.6567876;3.5051112;9.346964,-0.07574729;0.09896017;0.27977628,-20.9375;-13.1875;-46.375,1019.229,5.0,298.0, , , , , 
1545361245501,11,0,45,1,-1.6567876;3.5625722;9.241618,-0.07574729;0.09896017;0.27977628,-21.0625;-13.3125;-46.375,1019.229,5.0,298.0, , , , , 
1545361245511,11,0,45,1,-1.6472107;3.5913026;9.346964,-0.07574729;0.09896017;0.27977628,-21.1875;-13.0;-46.0625,1019.229,5.0,298.0, , , , , 
1545361245521,11,0,45,1,-1.5035586;3.3901896;9.80665,-0.07574729;0.09896017;0.27977628,-21.1875;-12.625;-46.0625,1019.229,5.0,298.0, , , , , 
1545361245531,11,0,45,1,-1.3790601;3.3901896;9.797073,-0.07574729;0.09896017;0.27977628,-21.0625;-12.4375;-46.0625,1019.229,5.0,298.0, , , , , 
1545361245541,11,0,45,1,-1.2258313;3.5625722;9.5385,-0.07574729;0.09896017;0.27977628,-21.0625;-12.4375;-45.9375,1019.24414,5.0,298.0, , , , , 
1545361245551,11,0,45,1,-1.1300632;3.5817258;9.394848,-0.07574729;0.09896017;0.27977628,-21.375;-11.875;-45.8125,1019.24414,5.0,298.0, , , , , 
1545361245561,11,0,45,1,-1.13964;3.5529952;9.088389,-0.07574729;0.09896017;0.27977628,-21.375;-12.0;-45.8125,1019.24414,5.0,301.0, , , , , 
1545361245571,11,0,45,1,-1.0630256;3.3901896;9.174581,-0.07574729;0.09896017;0.27977628,-21.25;-12.1875;-45.9375,1019.24414,5.0,301.0, , , , , 
1545361245582,11,0,45,1,-1.0151415;3.41892;8.791509,-0.07574729;0.09896017;0.27977628,-21.625;-12.0;-45.8125,1019.24414,5.0,301.0, , , , , 
1545361245591,11,0,45,1,-1.0821792;3.5529952;8.408437,-0.07574729;0.09896017;0.27977628,-21.875;-12.125;-45.5,1019.24414,5.0,301.0, , , , , 
1545361245601,11,0,45,1,-0.9959879;3.5051112;8.350976,-0.07574729;0.09896017;0.27977628,-21.875;-12.4375;-45.5,1019.24414,5.0,301.0, , , , , 
1545361245611,11,0,45,1,-0.9576807;3.4284968;8.264784,-0.07574729;0.09896017;0.27977628,-21.75;-12.4375;-45.8125,1019.24414,5.0,301.0, , , , , 
1545361245621,11,0,45,1,-0.93852705;3.4093432;8.283937,-0.07574729;0.09896017;0.27977628,-22.125;-12.75;-45.375,1019.24414,5.0,301.0, , , , , 
1545361245631,11,0,45,1,-1.0055647;3.3327289;8.408437,-0.07574729;0.09896017;0.27977628,-22.125;-13.125;-45.625,1019.24414,5.0,301.0, , , , , 
1545361245641,11,0,45,1,-1.0534488;3.371036;8.39886,-0.16615534;0.08307767;0.23457225,-22.125;-13.0;-45.625,1019.23047,5.0,301.0, , , , , 
1545361245652,11,0,45,1,-1.1587936;3.5625722;8.494628,-0.16615534;0.08307767;0.23457225,-22.125;-12.75;-45.5,1019.23047,5.0,301.0, , , , , 
1545361245661,11,0,45,1,-1.1779473;3.620033;8.66701,-0.16615534;0.08307767;0.23457225,-22.6875;-12.875;-45.5,1019.23047,5.0,301.0, , , , , 
1545361245671,11,0,45,1,-1.091756;3.5242648;8.820239,-0.16615534;0.08307767;0.23457225,-22.6875;-12.875;-45.6875,1019.23047,5.0,301.0, , , , , 
1545361245681,11,0,45,1,-1.0630256;3.3518825;8.90643,-0.16615534;0.08307767;0.23457225,-22.6875;-12.5625;-45.25,1019.23047,5.0,301.0, , , , , 
1545361245691,11,0,45,1,-1.0534488;3.2752678;8.772355,-0.16615534;0.08307767;0.23457225,-23.375;-12.5625;-45.5,1019.23047,5.0,301.0, , , , , 
1545361245701,11,0,45,1,-1.043872;3.1507695;8.389283,-0.18325958;-0.22235495;-0.32742378,-23.625;-12.8125;-45.375,1019.23047,5.0,301.0, , , , , 
1545361245711,11,0,45,1,-1.043872;3.0358477;8.274361,-0.21135937;-0.07574729;-0.32742378,-23.75;-12.375;-45.0625,1019.23047,5.0,301.0, , , , , 
1545361245721,11,0,45,1,-1.1013328;3.0358477;8.446744,-0.2773328;0.015882496;-0.30298916,-23.8125;-12.25;-45.375,1019.23047,5.0,301.0, , , , , 
1545361245731,11,0,45,1,-1.1300632;3.0550013;8.331821,-0.32742378;0.059864793;-0.27488935,-23.9375;-12.5625;-45.5,1019.23047,5.0,301.0, , , , , 
1545361245741,11,0,45,1,-1.1300632;3.0358477;8.111555,-0.4288274;0.18325958;-0.22968532,-23.25;-12.8125;-45.25,1019.228,5.0,301.0, , , , , 
1545361245751,11,0,45,1,-1.3024458;3.016694;7.9870567,-0.5448918;0.3359759;-0.18692476,-23.5;-12.5625;-45.5,1019.228,5.0,301.0, , , , , 
1545361245761,11,0,45,1,-1.4748282;3.0358477;8.0445175,-0.62796944;0.43371433;-0.14905111,-23.625;-12.375;-45.5,1019.228,5.0,301.0, , , , , 
1545361245771,11,0,45,1,-1.6567876;3.0454245;7.9583263,-0.7330383;0.5546656;-0.10384709,-23.625;-12.25;-45.375,1019.228,5.0,301.0, , , , , 
1545361245782,11,0,45,1,-1.7621324;3.0071173;7.776367,-0.7990117;0.64873886;-0.073303826,-23.5;-11.8125;-45.5,1019.228,5.0,301.0, , , , , 
1545361245793,11,0,45,1,-1.9249382;2.9400797;7.4603324,-0.9016371;0.8527679;-0.015882496,-23.375;-11.5625;-45.8125,1019.228,5.0,301.0, , , , , 
1545361245803,11,0,45,1,-2.030283;2.8060043;7.249643,-1.0274754;1.0714576;0.05864306,-22.3125;-11.3125;-46.25,1019.228,5.0,301.0, , , , , 
1545361245813,11,0,45,1,-2.1068976;2.72939;7.1730285,-1.1191051;1.1936307;0.10751228,-22.3125;-11.3125;-46.25,1019.228,5.0,301.0, , , , , 
1545361245823,11,0,45,1,-2.27928;2.5953147;7.201759,-1.2742649;1.3084733;0.18081611,-21.6875;-11.125;-46.6875,1019.228,5.0,301.0, , , , , 
1545361245833,11,0,45,1,-2.5761611;2.384625;7.4603324,-1.5039502;1.3292427;0.2724459,-21.25;-10.5625;-46.6875,1019.2256,5.0,301.0, , , , , 
1545361245844,11,0,45,1,-2.8921957;2.2026656;7.7189064,-1.7519615;1.2669345;0.35796702,-21.0;-9.75;-46.9375,1019.2256,5.0,301.0, , , , , 
1545361245854,11,0,45,1,-3.1124623;2.0685902;7.9487495,-1.8887953;1.1924089;0.40561453,-20.875;-9.0;-47.5,1019.2256,5.0,301.0, , , , , 
1545361245864,11,0,45,1,-3.2752678;1.7621324;8.149862,-2.090381;1.0714576;0.4728097,-20.5;-8.875;-47.6875,1019.2256,5.0,301.0, , , , , 
1545361245874,11,0,45,1,-3.2944214;1.5514427;8.169016,-2.1856759;1.0201449;0.5119051,-20.125;-7.875;-47.375,1019.2256,5.0,301.0, , , , , 
1545361245884,11,0,45,1,-3.1028855;1.1875241;8.532935,-2.3029618;0.9602802;0.5888741,-19.625;-7.1875;-47.6875,1019.2256,5.0,301.0, , , , , 
1545361245895,11,0,45,1,-2.7964275;0.9864111;9.452309,-2.3371704;0.88331115;0.65484756,-18.9375;-6.1875;-47.6875,1019.2256,5.0,301.0, , , , , 
1545361245904,11,0,45,1,-2.6623523;0.93852705;9.682152,-2.2797492;0.84055054;0.7538077,-18.1875;-5.0625;-47.9375,1019.2256,5.0,301.0, , , , , 
1545361245914,11,0,45,1,-2.5378537;0.82360536;9.816227,-2.1820107;0.8943067;0.80878556,-17.375;-3.625;-47.9375,1019.2256,5.0,292.0, , , , , 
1545361245924,11,0,45,1,-2.3175871;0.8331822;10.457873,-1.9071213;0.98837996;0.86254174,-17.125;-2.375;-48.125,1019.2256,5.0,292.0, , , , , 
1545361245934,11,0,45,1,-2.27928;0.6895301;10.534488,-1.6884315;1.0372492;0.8662069,-16.625;-1.25;-48.375,1019.2212,5.0,292.0, , , , , 
1545361245944,11,0,45,1,-2.3654714;0.31603462;11.147403,-1.3035864;1.0946705;0.81245077,-8.1875;-3.0;-43.1875,1019.2212,5.0,292.0, , , , , 
1545361245955,11,0,45,1,-2.4899697;0.1340753;11.281479,-0.98471475;1.0824533;0.7269296,-7.8125;-1.875;-43.3125,1019.2212,5.0,292.0, , , , , 
1545361245965,11,0,45,1,-2.6623523;-0.009576807;10.869676,-0.6023131;1.1386528;0.5815437,-7.1875;-1.0;-43.1875,1019.2212,5.0,292.0, , , , , 
1545361245976,11,0,45,1,-2.6431987;0.0;10.620679,-0.29443705;1.1557571;0.4092797,-6.125;0.6875;-43.3125,1019.2212,5.0,292.0, , , , , 
1545361245986,11,0,45,1,-2.6623523;0.2873042;10.409989,-0.062308256;1.0543534;0.27000242,-5.3125;1.25;-43.3125,1019.2212,5.0,292.0, , , , , 
1545361245996,11,0,45,1,-2.72939;0.545878;10.400413,0.073303826;0.9505063;0.21380283,-4.9375;1.8125;-43.0625,1019.2212,5.0,292.0, , , , , 
1545361246007,11,0,46,1,-2.8921957;0.6991069;10.28549,0.2003638;0.8173377;0.17715092,-4.6875;2.375;-43.3125,1019.2212,5.0,292.0, , , , , 
1545361246017,11,0,46,1,-2.9975405;0.7278373;10.333375,0.43982297;0.5180137;0.12950343,-4.25;2.375;-43.625,1019.2212,5.0,292.0, , , , , 
1545361246027,11,0,46,1,-3.0358477;0.842759;10.582372,0.5974262;0.34697145;0.0842994,-4.125;2.375;-43.3125,1019.2212,5.0,292.0, , , , , 
1545361246038,11,0,46,1,-2.9783869;0.8523358;10.6398325,0.75869465;0.22113322;0.014660765,-4.0;2.1875;-43.0625,1019.229,5.0,292.0, , , , , 
1545361246048,11,0,46,1,-2.9113493;0.8523358;10.314221,0.9578367;0.15515977;-0.10751228,-3.75;2.0625;-43.5,1019.229,5.0,292.0, , , , , 
1545361246058,11,0,46,1,-2.825158;0.8523358;9.595961,1.1252137;0.18936822;-0.25045475,-4.0;1.375;-43.4375,1019.229,5.0,292.0, , , , , 
1545361246068,11,0,46,1,-2.9113493;0.93852705;9.241618,1.2180653;0.23945917;-0.3848451,-3.5625;0.75;-43.625,1019.229,5.0,292.0, , , , , 
1545361246080,11,0,46,1,-3.1028855;1.1013328;9.011775,1.2290609;0.25167647;-0.4447099,-3.3125;0.625;-43.75,1019.229,5.0,292.0, ,0,$GPGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $QZGSA;140.0;99.0;99.0 $IMGSA;140.0;99.0;99.0 $BDGSA;140.0;99.0;99.0 $GAGSA;140.0;99.0;99.0 , , 
1545361246090,11,0,46,1,-3.3135753;1.292869;8.810662,1.2009611;0.23823744;-0.4886922,-3.125;0.0625;-43.875,1019.229,5.0,292.0, , , , , 
1545361246100,11,0,46,1,-3.4476504;1.4748282;8.580819,1.0421361;0.18570304;-0.4972443,-3.125;-1.125;-43.75,1019.229,5.0,292.0, , , , , 
1545361246119,11,0,46,1,-3.4476504;1.5801731;8.207323,0.70127326;0.02321288;-0.4728097,-2.3125;-2.125;-44.1875,1019.229,5.0,292.0, , , , , 
1545361246130,11,0,46,1,-3.5625722;1.733402;7.8529816,0.56199604;0.041538835;-0.44837508,-2.6875;-3.25;-44.875,1019.229,5.0,292.0, , , , , 
1545361246140,11,0,46,1,-3.7445314;1.9057846;7.632715,0.32253686;0.12950343;-0.39461893,-2.6875;-3.5625;-45.0,1019.229,5.0,292.0, , , , , 
1545361246151,11,0,46,1,-3.7062242;1.8770541;7.7572136,0.07574729;0.1966986;-0.34330627,-2.8125;-3.8125;-45.0,1019.229,5.0,292.0, , , , , 
1545361246160,11,0,46,1,-3.6391866;1.6950948;7.8529816,-0.073303826;0.22357668;-0.31887165,-2.9375;-4.125;-44.5625,1019.229,5.0,292.0, , , , , 
1545361246170,11,0,46,1,-3.6487634;1.5993267;7.9008656,-0.25289822;0.27488935;-0.2773328,-3.0625;-4.125;-44.4375,1019.2329,5.0,292.0, , , , , 
1545361246181,11,0,46,1,-3.715801;1.4939818;8.283937,-0.43493605;0.3298672;-0.21868975,-2.9375;-3.8125;-43.875,1019.2329,5.0,292.0, , , , , 
1545361246192,11,0,46,1,-3.7732618;1.484405;8.734048,-0.57787853;0.30665433;-0.14782938,-2.625;-4.0;-44.3125,1019.2329,5.0,292.0, , , , , 
1545361246202,11,0,46,1,-3.5529952;1.2354081;9.11712,-0.6560693;0.23090705;-0.112399206,-2.5;-4.0;-44.4375,1019.2329,5.0,292.0, , , , , 
1545361246213,11,0,46,1,-3.4763808;1.0630256;9.308656,-0.77946407;0.039095376;-0.089186326,-2.625;-4.125;-44.75,1019.2329,5.0,292.0, , , , , 
1545361246223,11,0,46,1,-3.466804;1.0821792;9.232041,-0.8417723;-0.07086037;-0.07696902,-2.0;-4.125;-45.0,1019.2329,5.0,292.0, , , , , 
1545361246234,11,0,46,1,-3.5051112;1.1779473;9.394848,-0.8662069;-0.16615534;-0.05253441,-1.5625;-4.125;-45.4375,1019.2329,5.0,292.0, , , , , 
1545361246245,11,0,46,1,-3.4955344;1.2641385;9.940725,-0.81122905;-0.2919936;-0.017104227,-1.6875;-3.875;-44.875,1019.2329,5.0,292.0, , , , , 
1545361246254,11,0,46,1,-3.4284968;1.1971009;10.103531,-0.7464773;-0.36041048;0.004886922,-1.5625;-3.4375;-44.875,1019.2329,5.0,292.0, , , , , 
1545361246264,11,0,46,1,-3.323152;0.9672575;10.093954,-0.6035349;-0.43493605;0.030543262,-1.4375;-3.0;-45.0,1019.22656,5.0,321.0, , , , , 
1545361246274,11,0,46,1,-3.217807;0.79487497;9.931149,-0.50457466;-0.43249258;0.03176499,-2.0;-2.4375;-44.5625,1019.22656,5.0,321.0, , , , , 
1545361246284,11,0,46,1,-3.169923;0.60333884;9.739613,-0.33231068;-0.36163223;0.019547688,-2.1875;-1.6875;-44.4375,1019.22656,5.0,321.0, , , , , 
1545361246294,11,0,46,1,-3.1986535;0.545878;9.710882,-0.19181168;-0.2919936;0.0073303827,-2.0;-1.5625;-44.75,1019.22656,5.0,321.0, , , , , 
1545361246305,11,0,46,1,-3.1986535;0.545878;9.902418,-0.018325957;-0.25045475;-0.0036651914,-1.875;-1.25;-44.875,1019.22656,5.0,321.0, , , , , 
1545361246314,11,0,46,1,-3.122039;0.50757074;10.007763,0.08674286;-0.25289822;-0.014660765,-2.0625;-1.25;-44.625,1019.22656,5.0,321.0, , , , , 
1545361246324,11,0,46,1,-2.6240451;0.33518824;10.43872,0.2565634;-0.31520647;-0.06963864,-1.875;-1.25;-44.75,1019.22656,5.0,321.0, , , , , 
1545361246334,11,0,46,1,-2.3750482;0.37349546;10.620679,0.35063663;-0.38240165;-0.11728612,-2.0625;-1.125;-44.4375,1019.22656,5.0,321.0, , , , , 
1545361246345,11,0,46,1,-2.2984335;0.5267244;10.371682,0.5009095;-0.44837508;-0.204029,-2.6875;-1.0;-44.0,1019.22656,5.0,321.0, , , , , 
1545361246355,11,0,46,1,-2.2409728;0.5554548;10.103531,0.6023131;-0.4373795;-0.26267204,-3.125;-0.9375;-43.875,1019.22656,5.0,321.0, , , , , 
1545361246365,11,0,46,1,-2.1260512;0.58418524;9.921572,0.6927212;-0.4092797;-0.32498032,-3.375;-0.8125;-43.75,1019.2407,5.0,321.0, , , , , 
1545361246376,11,0,46,1,-1.9728222;0.63206923;10.0269165,0.747699;-0.453262;-0.37873644,-4.0625;-1.6875;-43.875,1019.2407,5.0,321.0, , , , , 
1545361246386,11,0,46,1,-1.9728222;0.81402856;9.892841,0.77457714;-0.50335294;-0.41538835,-4.1875;-2.0625;-44.3125,1019.2407,5.0,321.0, , , , , 
1545361246396,11,0,46,1,-1.9728222;0.90021986;9.720459,0.7806858;-0.51068336;-0.43004912,-4.4375;-2.375;-44.3125,1019.2407,5.0,321.0, , , , , 
1545361246406,11,0,46,1,-1.8866309;0.9672575;9.461885,0.77579886;-0.50457466;-0.44837508,-4.6875;-2.625;-44.625,1019.2407,5.0,321.0, , , , , 
1545361246416,11,0,46,1,-1.7908629;1.0055647;9.356541,0.75869465;-0.4972443;-0.45937064,-5.125;-3.0625;-44.4375,1019.2407,5.0,321.0, , , , , 
1545361246426,11,0,46,1,-1.6950948;1.1204864;9.337387,0.73548174;-0.49968776;-0.47036624,-5.0625;-3.375;-44.4375,1019.2407,5.0,321.0, , , , , 
1545361246436,11,0,46,1,-1.5993267;1.1683705;9.404425,0.6853908;-0.5314528;-0.49480084,-5.25;-3.5;-44.3125,1019.2407,5.0,321.0, , , , , 
1545361246446,11,0,46,1,-1.4652514;1.2162545;9.461885,0.64751714;-0.56077427;-0.5119051,-5.1875;-4.5;-44.1875,1019.2407,5.0,321.0, , , , , 
1545361246456,11,0,46,1,-1.3694834;1.3024458;9.404425,0.5852089;-0.5888741;-0.5448918,-5.0625;-5.25;-43.875,1019.2407,5.0,321.0, , , , , 
1545361246466,11,0,46,1,-1.292869;1.3599066;9.32781,0.5510004;-0.5815437;-0.5681047,-5.3125;-5.5;-43.875,1019.22217,5.0,321.0, , , , , 
1545361246476,11,0,46,1,-0.9576807;1.340753;9.3661175,0.485027;-0.54000485;-0.6365216,-5.8125;-5.75;-43.875,1019.22217,5.0,321.0, , , , , 
1545361246487,11,0,46,1,-0.842759;1.2066777;9.414001,0.43371433;-0.54244834;-0.7244862,-6.0;-6.0625;-43.875,1019.22217,5.0,321.0, , , , , 
1545361246497,11,0,46,1,-1.091756;1.5514427;9.126697,0.40317106;-0.45937064;-0.7782423,-6.5;-6.0625;-44.0625,1019.22217,5.0,321.0, , , , , 
1545361246507,11,0,46,1,-1.388637;1.9919758;9.040505,0.3885103;-0.30665433;-0.7831292,-7.0625;-6.3125;-44.0625,1019.22217,5.0,321.0, , , , , 
1545361246518,11,0,46,1,-1.2449849;2.0398598;9.32781,0.38728857;-0.2846632;-0.766025,-7.3125;-6.75;-43.875,1019.22217,5.0,321.0, , , , , 
1545361246528,11,0,46,1,-1.0821792;1.9632454;9.471462,0.39950585;-0.36651915;-0.7501425,-7.4375;-7.0;-44.0625,1019.22217,5.0,321.0, , , , , 
1545361246539,11,0,46,1,-0.9959879;1.9536686;9.385271,0.4373795;-0.46303585;-0.7648033,-7.5625;-7.3125;-44.0625,1019.22217,5.0,321.0, , , , , 
1545361246548,11,0,46,1,-0.94810385;2.1452048;9.136273,0.49480084;-0.5253441;-0.79168135,-7.5625;-7.625;-43.875,1019.22217,5.0,321.0, , , , , 
1545361246558,11,0,46,1,-0.94810385;2.2697031;9.155427,0.5571091;-0.5681047;-0.8258898,-7.8125;-7.5625;-43.875,1019.22217,5.0,321.0, , , , , 
1545361246568,11,0,46,1,-0.842759;2.27928;9.251195,0.61575216;-0.638965;-0.88086766,-7.6875;-7.75;-44.1875,1019.22314,5.0,321.0, , , , , 
1545361246578,11,0,46,1,-0.7469909;2.2505496;9.174581,0.6377433;-0.6695083;-0.91996306,-7.9375;-8.0;-43.875,1019.22314,5.0,321.0, , , , , 
1545361246588,11,0,46,1,-0.6799533;2.2697031;8.848969,0.66339964;-0.6658431;-0.9944886,-8.1875;-8.75;-43.875,1019.22314,5.0,321.0, , , , , 
1545361246598,11,0,46,1,-0.7374141;2.3175871;8.494628,0.67073005;-0.5900958;-1.0433578,-8.3125;-9.0;-43.625,1019.22314,5.0,321.0, , , , , 
1545361246609,11,0,46,1,-0.641646;2.2888567;8.322245,0.66706485;-0.5314528;-1.0714576,-8.5625;-9.5625;-43.75,1019.22314,5.0,328.0, , , , , 
1545361246618,11,0,46,1,-0.038307227;1.7908629;8.504205,0.61575216;-0.5571091;-1.1484267,-8.875;-10.0;-43.625,1019.22314,5.0,328.0, , , , , 
1545361246628,11,0,46,1,-0.23942018;2.0111294;8.303091,0.5375614;-0.58276546;-1.2217305,-8.6875;-10.75;-43.4375,1019.22314,5.0,328.0, , , , , 
1545361246638,11,0,46,1,-0.40222588;2.2122424;8.082825,0.49357912;-0.53878313;-1.246165,-8.8125;-10.75;-43.1875,1019.22314,5.0,328.0, , , , , 
1545361246648,11,0,46,1,-0.63206923;2.432509;8.264784,0.42638394;-0.49480084;-1.2754866,-8.9375;-11.0;-43.3125,1019.22314,5.0,328.0, , , , , 
1545361246658,11,0,46,1,-0.81402856;2.4612393;8.408437,0.36651915;-0.5155703;-1.3109168,-8.9375;-11.3125;-43.1875,1019.22314,5.0,328.0, , , , , 
1545361246668,11,0,46,1,-1.0821792;2.4420857;8.561666,0.2846632;-0.6023131;-1.3658947,-9.375;-11.75;-42.75,1019.22754,5.0,328.0, , , , , 
1545361246678,11,0,46,1,-1.2545617;2.4708161;8.532935,0.2284636;-0.64873886;-1.3903292,-9.5;-12.0;-42.75,1019.22754,5.0,328.0, , , , , 
1545361246688,11,0,46,1,-1.5227122;2.5761611;8.322245,0.14416419;-0.64751714;-1.3976597,-9.5625;-12.6875;-42.625,1019.22754,5.0,328.0, , , , , 
1545361246698,11,0,46,1,-1.6472107;2.6240451;8.255207,0.08307767;-0.5852089;-1.3585643,-9.5625;-13.125;-42.625,1019.22754,5.0,328.0, , , , , 
1545361246708,11,0,46,1,-1.7908629;2.6623523;8.1881695,0.02565634;-0.48258352;-1.2742649,-9.8125;-13.4375;-42.0,1019.22754,5.0,328.0, , , , , 
1545361246719,11,0,46,1,-1.8674773;2.719813;8.360553,-0.02932153;-0.37507126;-1.1704178,-9.8125;-13.5625;-42.3125,1019.22754,5.0,328.0, , , , , 
1545361246728,11,0,46,1,-1.7812861;2.815581;8.571242,-0.09773844;-0.28344148;-1.0494665,-9.9375;-13.875;-42.1875,1019.22754,5.0,328.0, , , , , 
1545361246739,11,0,46,1,-1.5801731;2.6623523;8.7053175,-0.12950343;-0.26389378;-1.0030407,-9.9375;-14.125;-42.3125,1019.22754,5.0,328.0, , , , , 
1545361246750,11,0,46,1,-1.3694834;2.336741;8.820239,-0.1600467;-0.27000242;-0.9908234,-10.5;-14.4375;-42.0,1019.22754,5.0,328.0, , , , , 
1545361246760,11,0,46,1,-1.3024458;2.1739352;9.021352,-0.18081611;-0.31031954;-1.0567969,-10.5;-14.5625;-42.1875,1019.22754,5.0,328.0, , , , , 
1545361246770,11,0,46,1,-1.4269443;2.1643584;9.069236,-0.19058995;-0.32742378;-1.1166617,-11.0;-14.8125;-41.75,1019.2344,5.0,328.0, , , , , 
1545361246780,11,0,46,1,-1.6472107;2.3463178;9.222465,-0.19425514;-0.33353242;-1.1887437,-11.4375;-14.8125;-41.875,1019.2344,5.0,328.0, , , , , 
