time,hour,min,sec,env,acc,gyr,mag,pressure,prox,light,gnssMeasurement,gnssStatus,nema,wifi,cell
1543545599730,10,39,59,0,-1.4077905;4.012682;8.322245,0.2053729;-0.5023407;-0.26387632,8.6875;-43.0;-30.3125,1021.43896,5.0,6755.0, , , , , 
1543545599739,10,39,59,0,-1.4556746;3.8786068;8.456321,0.2053729;-0.5023407;-0.26387632,6.625;-44.4375;-29.5625,1021.43896,5.0,6755.0, , , , , 
1543545599749,10,39,59,0,-1.5897499;3.8786068;8.418014,0.2053729;-0.5023407;-0.26387632,7.3125;-44.4375;-30.3125,1021.43896,5.0,6755.0, , , , , 
1543545599759,10,39,59,0,-1.7908629;3.9743748;8.389283,0.2053729;-0.5023407;-0.26387632,8.0625;-45.9375;-28.8125,1021.43896,5.0,6755.0, , , , , 
1543545599770,10,39,59,0,-1.7238252;3.9073372;8.418014,0.2053729;-0.5023407;-0.26387632,6.625;-45.9375;-30.3125,1021.43896,5.0,6755.0, , , , , 
1543545599780,10,39,59,0,-1.6663644;3.8498764;8.178593,0.2053729;-0.5023407;-0.26387632,7.375;-46.6875;-30.3125,1021.43896,5.0,6755.0, , , , , 
1543545599790,10,39,59,0,-1.5801731;4.0797195;7.843405,0.2053729;-0.5023407;-0.26387632,6.0;-46.6875;-28.8125,1021.43896,5.0,6755.0, , , , , 
1543545599801,10,39,59,0,-1.532289;4.1946416;7.642292,0.2053729;-0.5023407;-0.26387632,7.375;-45.9375;-29.5625,1021.43896,5.0,6755.0, , , , , 
1543545599811,10,39,59,0,-1.4652514;4.3478703;7.374141,0.2053729;-0.5023407;-0.26387632,5.25;-45.875;-27.375,1021.43896,5.0,6755.0, , , , , 
1543545599821,10,39,59,0,-1.3215994;4.5202527;7.0006456,0.2053729;-0.5023407;-0.26387632,8.0625;-46.6875;-28.8125,1021.43896,5.0,6755.0, , , , , 
1543545599831,10,39,59,0,-1.1587936;4.5202527;6.8569937,0.2053729;-0.5023407;-0.26387632,4.5625;-45.875;-28.125,1021.43896,5.0,6755.0, , , , , 
1543545599841,10,39,59,0,-0.89064306;4.4340615;7.240066,0.01966986;0.026651178;0.014660765,5.25;-45.875;-28.0625,1021.43896,5.0,6755.0, , , , , 
1543545599851,10,39,59,0,-0.93852705;4.2999864;7.7189064,0.01966986;0.026651178;0.014660765,5.25;-46.625;-28.0625,1021.43896,5.0,6851.0, , , , , 
1543545599862,10,39,59,0,-1.091756;4.309563;8.178593,0.01966986;0.026651178;0.014660765,6.6875;-45.9375;-28.0625,1021.43896,5.0,6851.0, , , , , 
1543545599871,10,39,59,0,-1.3311762;4.3478703;8.63828,0.01966986;0.026651178;0.014660765,6.625;-45.1875;-29.5625,1021.43896,5.0,6851.0, , , , , 
1543545599882,10,39,59,0,-1.7238252;4.4244847;9.232041,0.01966986;0.026651178;0.014660765,5.1875;-44.375;-28.8125,1021.43896,5.0,6851.0, , , , , 
1543545599892,10,39,59,0,-1.9728222;4.453215;9.519346,0.01966986;0.026651178;0.014660765,5.9375;-45.1875;-28.0625,1021.43896,5.0,6851.0, , , , , 
1543545599902,10,39,59,0,-2.1739352;4.453215;9.825804,-0.075607665;0.20135863;0.119729586,6.0;-47.4375;-27.3125,1021.43896,5.0,6851.0, , , , , 
1543545599913,10,39,59,0,-2.1739352;4.453215;9.921572,-0.03651229;0.25511476;0.13072516,5.9375;-45.875;-30.3125,1021.43896,5.0,6851.0, , , , , 
1543545599922,10,39,59,0,-2.183512;4.4340615;10.208876,0.014782939;0.31742302;0.14782938,6.6875;-47.4375;-30.3125,1021.43896,5.0,6851.0, , , , , 
1543545599933,10,39,59,0,-2.2984335;4.414908;10.43872,0.07586946;0.36751398;0.17715092,5.9375;-46.625;-30.3125,1024.5093,5.0,6851.0, , , , , 
1543545599942,10,39,59,0,-2.3750482;4.3382936;10.658986,0.15406021;0.38583994;0.21135937,5.1875;-43.625;-28.125,1024.5093,5.0,6851.0, , , , , 
1543545599952,10,39,59,0,-2.327164;4.2425256;10.783484,0.22125539;0.37850955;0.23335052,5.25;-47.375;-28.8125,1024.5093,5.0,6851.0, , , , , 
1543545599963,10,39,59,0,-2.1739352;4.10845;10.5919485,0.30433306;0.3601836;0.25534168,7.3125;-44.4375;-29.5625,1024.5093,5.0,6851.0, , , , , 
1543545599974,10,39,59,0,-1.9536686;4.060566;10.0269165,0.3813021;0.36384878;0.2724459,5.9375;-45.1875;-28.0625,1024.5093,5.0,6851.0, , , , , 
1543545599984,10,39,59,0,-1.7525556;4.0797195;9.308656,0.39107594;0.38706166;0.28099802,5.9375;-45.1875;-27.375,1024.5093,5.0,6851.0, , , , , 
1543545599994,10,39,59,0,-1.7525556;4.0797195;9.165004,0.36908478;0.43104395;0.29077184,5.9375;-45.1875;-27.375,1024.5093,5.0,6851.0, , , , , 
1543545600005,10,40,0,0,-1.7717092;4.1659107;8.848969,0.33243287;0.47013932;0.3042109,6.6875;-45.9375;-27.3125,1024.5093,5.0,6851.0, , , , , 
1543545600015,10,40,0,0,-1.7046716;4.2425256;8.676587,0.21514674;0.5238955;0.35552356,5.9375;-45.9375;-28.0625,1024.5093,5.0,6851.0, , , , , 
1543545600026,10,40,0,0,-1.6376339;3.9552212;9.270349,0.15039502;0.47869146;0.37995818,4.5625;-47.375;-27.375,1024.5093,5.0,6851.0, , , , , 
1543545600037,10,40,0,0,-1.5801731;3.7253778;9.576807,0.12473868;0.380953;0.38728857,4.5625;-47.375;-27.375,1021.93994,5.0,6851.0, , , , , 
1543545600047,10,40,0,0,-1.283292;3.5817258;9.701305,0.1418429;0.2441192;0.38973203,6.0;-46.6875;-27.3125,1021.93994,5.0,6851.0, , , , , 
1543545600059,10,40,0,0,-0.79487497;3.5913026;9.260772,0.22614232;0.05841617;0.36896262,6.625;-45.1875;-26.625,1021.93994,5.0,6851.0, , , , , 
1543545600072,10,40,0,0,-0.47884035;3.6104562;8.561666,0.25546384;0.03764675;0.36285394,4.5625;-46.625;-28.8125,1021.93994,5.0,6851.0, , , , , 
1543545600083,10,40,0,0,-0.12449849;3.763685;7.9487495,0.32754594;0.047420595;0.34208453,5.25;-45.1875;-25.875,1021.93994,5.0,6851.0, , , , , 
1543545600093,10,40,0,0,0.15322891;3.7924154;7.651869,0.34709364;0.09384635;0.3200934,5.3125;-47.375;-25.875,1021.93994,5.0,6851.0, , , , , 
1543545600105,10,40,0,0,0.62249243;3.8498764;7.2113357,0.354424;0.2526713;0.23579398,7.4375;-47.4375;-25.125,1021.93994,5.0,6851.0, ,0,$GPGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $QZGSA;140.0;99.0;99.0 $IMGSA;140.0;99.0;99.0 $BDGSA;140.0;99.0;99.0 $GAGSA;140.0;99.0;99.0 , , 
1543545600115,10,40,0,0,0.6799533;3.9073372;7.2304893,0.3580892;0.28321457;0.2089159,5.3125;-48.875;-25.875,1021.93994,5.0,6851.0, , , , , 
1543545600125,10,40,0,0,0.6703765;4.1371803;7.1634517,0.36908478;0.3724009;0.15027285,6.6875;-46.6875;-26.625,1021.93994,5.0,6851.0, , , , , 
1543545600138,10,40,0,0,0.35434186;4.5394063;7.383718,0.34709364;0.43837434;0.14294246,3.9375;-48.875;-25.125,1021.3447,5.0,6851.0,1 1;7;23.0416202545166;false;NaN;1;297.22914977047276,1 1;7;23.0;7.0;35.0,$GPGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $QZGSA;140.0;99.0;99.0 $IMGSA;140.0;99.0;99.0 $BDGSA;140.0;99.0;99.0 $GAGSA;140.0;99.0;99.0 , , 
1543545600149,10,40,0,0,0.23942018;4.6926355;7.6135616,0.34709364;0.43837434;0.14294246,6.0;-48.1875;-25.875,1021.3447,5.0,6851.0, , , , , 
1543545600159,10,40,0,0,0.22984336;4.8267107;7.73806,0.32510248;0.34552282;0.17592919,5.3125;-48.875;-25.125,1021.3447,5.0,6851.0, , , , , 
1543545600170,10,40,0,0,0.22026655;4.9895163;7.776367,0.29700267;0.25389305;0.21013764,4.5625;-45.875;-25.125,1021.3447,5.0,6851.0, , , , , 
1543545600180,10,40,0,0,0.2777274;5.142745;7.603985,0.2579073;0.2038021;0.23212878,3.9375;-48.875;-23.625,1021.3447,5.0,6851.0, , , , , 
1543545600190,10,40,0,0,-0.11492168;4.960786;7.1730285,0.1736079;0.20868902;0.27977628,4.5625;-47.375;-25.125,1021.3447,5.0,6851.0, , , , , 
1543545600200,10,40,0,0,0.22026655;5.2959743;7.4028716,0.08197811;0.24778439;0.31764993,4.625;-48.125;-25.875,1021.3447,5.0,7397.0, , , , , 
1543545600210,10,40,0,0,0.38307226;5.449203;7.795521,0.002565634;0.27344072;0.32498032,6.0625;-48.9375;-25.125,1021.3447,5.0,7397.0, , , , , 
1543545600220,10,40,0,0,0.58418524;5.6790466;8.532935,-0.052394785;0.19524999;0.33108896,4.625;-48.125;-22.875,1021.3447,5.0,7397.0, , , , , 
1543545600230,10,40,0,0,0.78529817;5.7748146;8.887277,-0.06583382;0.11461577;0.3090978,4.625;-48.875;-23.625,1021.26025,5.0,7397.0, , , , , 
1543545600241,10,40,0,0,0.24899697;5.3821654;8.801085,-0.08415978;0.11095058;0.30298916,5.3125;-47.375;-24.375,1021.26025,5.0,7397.0, , , , , 
1543545600251,10,40,0,0,0.02873042;5.257667;9.32781,-0.104929194;0.11950269;0.32375857,5.3125;-48.875;-25.875,1021.26025,5.0,7397.0, , , , , 
1543545600261,10,40,0,0,0.038307227;5.2863975;9.509769,-0.09637708;0.09628981;0.33108896,4.5625;-47.375;-25.875,1021.26025,5.0,7397.0, , , , , 
1543545600272,10,40,0,0,-0.08619126;5.267244;9.682152,-0.052394785;0.10728539;0.33841935,3.1875;-47.375;-24.375,1021.26025,5.0,7397.0, , , , , 
1543545600282,10,40,0,0,-0.30645782;5.315128;9.835381,-0.010855948;0.091402896;0.3567453,4.5625;-47.375;-25.875,1021.26025,5.0,7397.0, , , , , 
1543545600292,10,40,0,0,-0.4405331;5.3247046;9.825804,0.01844813;0.068190016;0.36896262,2.5;-48.8125;-24.375,1021.26025,5.0,7397.0, , , , , 
1543545600303,10,40,0,0,-0.61291564;5.363012;9.825804,0.047769662;0.044977136;0.3848451,2.5;-48.0625;-23.625,1021.26025,5.0,7397.0, , , , , 
1543545600312,10,40,0,0,-0.8810662;5.4683566;9.682152,0.077091195;0.03275983;0.41538835,4.625;-47.375;-24.375,1021.26025,5.0,7397.0, , , , , 
1543545600323,10,40,0,0,-1.0151415;5.535394;9.586384,0.10641272;0.029094638;0.46670103,3.1875;-48.125;-23.625,1021.26025,5.0,7397.0, , , , , 
1543545600333,10,40,0,0,-0.9864111;5.5737014;9.32781,0.13206907;0.024207717;0.5143485,3.1875;-48.0625;-26.625,1021.26904,5.0,7397.0, , , , , 
1543545600343,10,40,0,0,-0.8619126;5.554548;9.107543,0.17482963;0.03642502;0.6010914,3.875;-48.125;-25.875,1021.26904,5.0,7397.0, , , , , 
1543545600354,10,40,0,0,-0.58418524;5.4300494;8.695741,0.18826866;0.05108579;0.6414085,2.5625;-50.3125;-25.125,1021.26904,5.0,7397.0, , , , , 
1543545600364,10,40,0,0,-0.2873042;5.363012;8.37013,0.18704693;0.0877377;0.657291,1.0625;-48.8125;-25.875,1021.26904,5.0,7397.0, , , , , 
1543545600375,10,40,0,0,0.12449849;5.1810527;8.169016,0.18338175;0.12316789;0.64996064,1.8125;-48.8125;-25.875,1021.26904,5.0,7397.0, , , , , 
1543545600385,10,40,0,0,0.47884035;5.104438;8.082825,0.19071212;0.11950269;0.59864795,3.1875;-46.625;-24.375,1021.26904,5.0,7397.0, , , , , 
1543545600396,10,40,0,0,0.82360536;5.171476;7.8529816,0.20903808;0.098733276;0.50579643,0.375;-48.0625;-24.375,1021.26904,5.0,7397.0, , , , , 
1543545600406,10,40,0,0,0.91937345;5.2959743;7.5561004,0.21636847;0.10239847;0.4691445,0.375;-48.0625;-24.375,1021.26904,5.0,7397.0, , , , , 
1543545600416,10,40,0,0,0.7278373;5.5258174;6.9144545,0.15772541;0.28932324;0.45448375,-1.0;-49.5;-24.375,1021.26904,5.0,7397.0, , , , , 
1543545600426,10,40,0,0,0.9959879;5.90889;7.07726,0.15650368;0.29543188;0.44837508,-1.0;-49.5;-24.375,1021.26904,5.0,7397.0, , , , , 
1543545600436,10,40,0,0,1.1875241;6.3111157;6.9623384,0.14795156;0.3968355;0.39828414,1.125;-48.8125;-23.625,1021.26904,5.0,7397.0, , , , , 
1543545600448,10,40,0,0,1.2258313;6.5601125;7.07726,0.13206907;0.476248;0.35796702,0.375;-48.75;-25.125,1021.26904,5.0,7397.0, , , , , 
1543545600459,10,40,0,0,1.2449849;6.7803793;7.345411,0.11985176;0.54955184;0.28588492,-0.3125;-48.0;-22.9375,1021.26904,5.0,7397.0, , , , , 
1543545600469,10,40,0,0,1.2737153;7.067683;7.8050976,0.1418429;0.5422214;0.19303341,1.8125;-48.0625;-22.9375,1021.26904,5.0,7397.0, , , , , 
1543545600478,10,40,0,0,1.1587936;7.0102224;7.785944,0.14795156;0.5568822;0.1649336,1.0625;-46.5625;-22.1875,1021.26904,5.0,7397.0, , , , , 
1543545600489,10,40,0,0,0.16280572;6.694188;7.4986396,0.1332908;0.6411816;0.16249016,1.125;-48.8125;-23.625,1021.26904,5.0,7397.0, , , , , 
1543545600499,10,40,0,0,-0.25857377;6.655881;7.785944,0.113743104;0.7144854;0.23457225,1.125;-49.5625;-22.1875,1021.26904,5.0,7397.0, , , , , 
1543545600509,10,40,0,0,-0.41180268;6.6079965;8.504205,0.13206907;0.7291462;0.29443705,2.5;-48.0625;-22.875,1021.26904,5.0,7397.0, , , , , 
1543545600519,10,40,0,0,-0.545878;6.4260373;8.896853,0.17238617;0.6986029;0.34208453,0.375;-48.0625;-23.6875,1021.26904,5.0,7397.0, , , , , 
1543545600530,10,40,0,0,-0.6512229;6.215348;9.088389,0.22369885;0.65339893;0.39584067,-0.3125;-49.5;-23.6875,1021.2627,5.0,7397.0, , , , , 
1543545600540,10,40,0,0,-0.6991069;5.8705826;9.174581,0.27989846;0.5947558;0.44715336,1.125;-49.5625;-22.875,1021.2627,5.0,7397.0, , , , , 
1543545600550,10,40,0,0,-0.7182605;5.602432;8.983045,0.34465018;0.5361128;0.50579643,0.375;-48.0625;-23.6875,1021.2627,5.0,6880.0, , , , , 
1543545600560,10,40,0,0,-0.79487497;5.1810527;8.341399,0.3617544;0.54344314;0.55588734,1.875;-50.3125;-21.4375,1021.2627,5.0,6880.0, , , , , 
1543545600571,10,40,0,0,-0.45010993;5.1810527;8.504205,0.3654196;0.539778;0.5864306,0.375;-48.8125;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600581,10,40,0,0,-0.25857377;4.8937483;8.322245,0.38008034;0.476248;0.55833083,1.125;-49.5625;-21.4375,1021.2627,5.0,6880.0, , , , , 
1543545600591,10,40,0,0,-0.30645782;4.654328;8.073248,0.35931093;0.45425683;0.54611355,0.4375;-49.5625;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600601,10,40,0,0,-0.17238252;4.5872903;8.303091,0.3299894;0.3797313;0.54244834,0.4375;-50.25;-22.9375,1021.2627,5.0,6880.0, , , , , 
1543545600611,10,40,0,0,-0.047884032;4.3382936;8.379706,0.32388076;0.27344072;0.5143485,0.4375;-49.5625;-20.6875,1021.2627,5.0,6880.0, , , , , 
1543545600621,10,40,0,0,-0.2777274;4.0414124;7.9487495,0.31899384;0.16226326;0.47525316,0.4375;-49.5625;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600631,10,40,0,0,0.038307227;4.1946416;8.130709,0.3018896;0.10117674;0.45204028,-1.0;-49.5;-22.9375,1021.2627,5.0,6880.0, , , , , 
1543545600641,10,40,0,0,0.4213795;4.453215;8.121132,0.33976325;-0.038083084;0.38240165,-1.0;-49.5;-21.4375,1021.2627,5.0,6880.0, , , , , 
1543545600652,10,40,0,0,0.38307226;4.4436383;7.565677,0.41673225;-0.1553692;0.2406809,-1.0;-49.5;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600662,10,40,0,0,0.32561144;4.453215;7.153875,0.43994513;-0.16147786;0.19303341,-0.25;-50.25;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600671,10,40,0,0,0.4405331;4.644751;6.5984197,0.44483206;-0.13948672;0.14172074,-1.6875;-50.25;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600682,10,40,0,0,0.5267244;4.817134;6.3302693,0.43994513;-0.09061749;0.08552113,0.4375;-49.5625;-21.4375,1021.2627,5.0,6880.0, , , , , 
1543545600693,10,40,0,0,0.45010993;4.9799395;6.0716953,0.42894956;-0.036861353;0.02687807,-1.0;-51.0;-22.1875,1021.2627,5.0,6880.0, , , , , 
1543545600703,10,40,0,0,0.1436521;5.0661306;5.746084,0.3739717;0.041311942;0.015882496,0.4375;-50.3125;-19.1875,1021.2627,5.0,6880.0, , , , , 
1543545600713,10,40,0,0,0.29688102;5.544971;6.157887,0.34831536;0.027872909;-0.014643312,-1.6875;-49.5;-19.1875,1021.2627,5.0,6880.0, , , , , 
1543545600722,10,40,0,0,-0.019153614;5.841852;6.1100025,0.27256808;-0.019757127;-0.095277525,-1.0;-49.5;-19.9375,1021.2627,5.0,6880.0, , , , , 
1543545600732,10,40,0,0,-0.16280572;5.9759274;6.2345014,0.20781635;-0.1028348;-0.10382964,-0.9375;-51.0;-20.6875,1021.2544,5.0,6880.0, , , , , 
1543545600743,10,40,0,0,-0.48841715;6.167464;5.899313,0.12229522;-0.16880825;-0.08916887,-1.0;-50.25;-19.9375,1021.2544,5.0,6880.0, , , , , 
1543545600753,10,40,0,0,-0.2873042;6.5696893;6.14831,0.025778513;-0.20668189;-0.08550368,-0.3125;-48.75;-20.6875,1021.2544,5.0,6880.0, , , , , 
1543545600763,10,40,0,0,-0.18195933;6.847417;6.397307,-0.060946897;-0.2909813;-0.12215559,-1.6875;-51.0;-19.1875,1021.2544,5.0,6880.0, , , , , 
1543545600773,10,40,0,0,-0.39264908;6.8569937;6.445191,-0.12203342;-0.35206783;-0.14048155,-0.25;-51.0;-19.9375,1021.2544,5.0,6880.0, , , , , 
1543545600784,10,40,0,0,-0.7469909;6.9240313;6.3111157,-0.19411552;-0.36795032;-0.1062731,-1.6875;-50.25;-19.9375,1021.2544,5.0,6880.0, , , , , 
1543545600794,10,40,0,0,-0.50757074;7.2783732;6.789956,-0.23443262;-0.35817647;-0.064734265,-1.6875;-50.25;-20.6875,1021.2544,5.0,6880.0, , , , , 
1543545600804,10,40,0,0,-0.22026655;7.52737;7.086837,-0.21244147;-0.355733;-0.052516956,-1.6875;-50.25;-19.9375,1021.2544,5.0,6880.0, , , , , 
1543545600815,10,40,0,0,-0.18195933;7.6710224;7.2592196,-0.16968091;-0.30686378;-0.03296927,-0.25;-51.75;-18.4375,1021.2544,5.0,6880.0, , , , , 
1543545600824,10,40,0,0,-0.06703765;7.776367;7.3645644,-0.13180727;-0.27998573;-0.00853466,-1.0;-50.25;-19.1875,1021.2544,5.0,6880.0, , , , , 
1543545600834,10,40,0,0,0.038307227;7.8146744;7.240066,-0.09759881;-0.246999;-0.0036477381,-0.9375;-51.0;-19.9375,1021.27246,5.0,6880.0, , , , , 
1543545600845,10,40,0,0,0.047884032;7.728483;6.694188,-0.09271189;-0.123604216;-0.00853466,-1.0;-50.25;-19.1875,1021.27246,5.0,6880.0, , , , , 
1543545600856,10,40,0,0,0.12449849;7.776367;6.6271505,-0.12447688;0.113394044;-0.0012042772,-0.9375;-51.0;-19.9375,1021.27246,5.0,6880.0, , , , , 
1543545600866,10,40,0,0,0.05746084;7.6135616;6.5122285,-0.15013322;0.34307936;-0.018308504,-1.6875;-49.5;-19.9375,1021.27246,5.0,6880.0, , , , , 
1543545600875,10,40,0,0,-0.61291564;6.895301;6.6654577,-0.24664994;0.61552525;-0.03174754,-1.6875;-49.5;-19.9375,1021.27246,5.0,6880.0, , , , , 
1543545600885,10,40,0,0,-0.9864111;6.5601125;7.5848308,-0.38104028;0.7975631;-0.029304078,-0.9375;-50.25;-18.4375,1021.27246,5.0,6880.0, , , , , 
1543545600895,10,40,0,0,-1.4269443;5.851429;9.500193,-0.5178741;0.8073369;-0.042743113,-0.3125;-48.75;-19.9375,1021.27246,5.0,6166.0, , , , , 
1543545600906,10,40,0,0,-1.6089035;5.3821654;10.582372,-0.541087;0.6998247;-0.062290803,-1.0;-50.25;-20.6875,1021.27246,5.0,6166.0, , , , , 
1543545600917,10,40,0,0,-1.6663644;4.6830587;12.11466,-0.42746603;0.5251172;-0.086725414,0.4375;-49.5625;-20.6875,1021.27246,5.0,6166.0, , , , , 
1543545600926,10,40,0,0,-1.5993267;4.3382936;12.583924,-0.17212437;0.3516315;-0.12093386,-1.0;-49.5;-22.1875,1021.27246,5.0,6166.0, , , , , 
1543545600936,10,40,0,0,-1.532289;4.060566;12.26789,0.18216002;0.2563365;-0.15758578,-1.0;-49.5;-21.4375,1021.2676,5.0,6166.0, , , , , 
1543545600947,10,40,0,0,-1.4460979;4.098873;11.540052,0.571892;0.27588418;-0.18446384,-0.3125;-49.5;-21.4375,1021.2676,5.0,6166.0, , , , , 
1543545600958,10,40,0,0,-1.4556746;4.414908;9.998186,1.0007194;0.45425683;-0.19912462,-0.3125;-49.5;-20.6875,1021.2676,5.0,6166.0, , , , , 
1543545600967,10,40,0,0,-1.6184803;4.855441;9.059659,1.2365134;0.67050314;-0.1783552,-0.25;-51.0;-19.1875,1021.2676,5.0,6166.0, , , , , 
1543545600977,10,40,0,0,-2.1068976;5.6120086;7.9487495,1.3525778;0.8610931;-0.117268674,-0.25;-51.0;-19.1875,1021.2676,5.0,6166.0, , , , , 
1543545600988,10,40,0,0,-2.6144683;6.042965;7.326257,1.2804958;1.0052572;0.073303826,1.1875;-50.3125;-18.4375,1021.2676,5.0,6166.0, , , , , 
1543545600998,10,40,0,0,-2.8443117;6.205771;7.153875,1.152214;0.97349226;0.20769417,0.4375;-51.0625;-19.1875,1021.2676,5.0,6166.0, , , , , 
1543545601011,10,40,1,0,-2.920926;6.397307;7.1347213,1.0043846;0.8586496;0.34208453,-0.25;-49.5625;-17.0,1021.2676,5.0,6166.0, , , , , 
1543545601018,10,40,1,0,-2.8538885;6.6079965;7.029376,0.84922487;0.6766118;0.4886922,2.625;-52.5625;-17.6875,1021.2676,5.0,6166.0, , , , , 
1543545601028,10,40,1,0,-2.5378537;6.789956;6.789956,0.7685906;0.58009505;0.56199604,1.1875;-51.8125;-15.5,1021.2676,5.0,6166.0, , , , , 
1543545601039,10,40,1,0,-2.2697031;6.7708025;6.5122285,0.48026225;0.26855382;0.79168135,2.625;-51.875;-16.1875,1021.27295,5.0,6166.0, , , , , 
1543545601049,10,40,1,0,-1.7812861;6.751649;5.9184666,0.30677652;0.13782865;0.9053023,-0.1875;-52.5;-16.9375,1021.27295,5.0,6166.0, , , , , 
1543545601060,10,40,1,0,-1.3694834;6.339846;5.209783,0.1418429;0.098733276;0.9944886,-0.25;-51.0;-16.25,1021.27295,5.0,6166.0, , , , , 
1543545601069,10,40,1,0,-0.91937345;6.3111157;5.2480903,-0.032847095;0.16348499;1.0824533,-0.9375;-51.0;-17.0,1021.27295,5.0,6166.0, , , , , 
1543545601079,10,40,1,0,-0.41180268;6.5984197;5.257667,-0.104929194;0.23312363;1.1032226,-0.1875;-52.5;-14.75,1021.27295,5.0,6166.0, , , , , 
1543545601089,10,40,1,0,-0.1340753;6.435614;5.3247046,-0.15379842;0.37117916;1.1117747,-2.3125;-53.25;-16.25,1021.27295,5.0,6166.0, , , , , 
1543545601099,10,40,1,0,0.20111294;5.841852;5.449203,-0.20633282;0.52633893;1.1117747,-1.625;-51.0;-15.5,1021.27295,5.0,6166.0, , , , , 
1543545601111,10,40,1,0,-0.11492168;5.2002063;5.6215854,-0.25764552;0.6472902;1.0885619,-2.375;-51.0;-15.5,1021.27295,5.0,6166.0, , , , , 
1543545601121,10,40,1,0,-0.2681506;5.1523223;5.889736,-0.35660568;0.65462065;1.0677924,-2.375;-51.0;-17.0,1021.27295,5.0,6166.0, , , , , 
1543545601131,10,40,1,0,-0.22984336;5.2480903;5.93762,-0.49954814;0.54833007;1.033584,-3.0625;-50.9375;-17.75,1021.25684,5.0,6166.0, , , , , 
1543545601141,10,40,1,0,-0.11492168;5.353435;5.9567738,-0.64493406;0.4725828;0.96883225,-3.8125;-48.6875;-15.5,1021.25684,5.0,6166.0, , , , , 
1543545601151,10,40,1,0,0.1340753;5.449203;6.1770406,-0.7255683;0.44326127;0.91996306,-3.75;-52.4375;-17.75,1021.25684,5.0,6166.0, , , , , 
