time,hour,min,sec,env,acc,gyr,mag,pressure,prox,light,gnssMeasurement,gnssStatus,nema,wifi,cell
1543542960946,9,56,0,0,0.7757214;2.4899697;8.829816,0.14917329;0.011990412;0.6023131,-14.1875;-30.1875;-30.75,1021.7876,5.0,4539.0, , , , , 
1543542960957,9,56,0,0,0.82360536;2.480393;8.8777,0.14917329;0.011990412;0.6023131,-14.1875;-31.6875;-31.5,1021.7866,5.0,4539.0, , , , , 
1543542960966,9,56,0,0,0.6991069;2.3750482;9.222465,0.14917329;0.011990412;0.6023131,-14.1875;-30.9375;-32.25,1021.7866,5.0,4539.0, , , , , 
1543542960976,9,56,0,0,0.5267244;2.2697031;9.643845,0.14917329;0.011990412;0.6023131,-14.1875;-30.1875;-30.75,1021.7866,5.0,4539.0, , , , , 
1543542960986,9,56,0,0,0.32561144;2.327164;9.998186,0.14917329;0.011990412;0.6023131,-12.8125;-30.9375;-31.5,1021.7866,5.0,4539.0, , , , , 
1543542960997,9,56,0,0,0.29688102;2.2984335;10.04607,0.14917329;0.011990412;0.6023131,-14.25;-29.4375;-32.25,1021.7866,5.0,4539.0, , , , , 
1543542961008,9,56,1,0,0.4309563;2.3558946;9.825804,0.14917329;0.011990412;0.6023131,-13.4375;-32.4375;-31.5,1021.7866,5.0,4539.0, , , , , 
1543542961018,9,56,1,0,0.58418524;2.3175871;9.615114,0.14917329;0.011990412;0.6023131,-13.5625;-29.4375;-32.25,1021.7866,5.0,4539.0, , , , , 
1543542961028,9,56,1,0,0.8810662;2.2218192;9.375694,0.14917329;0.011990412;0.6023131,-15.6875;-28.625;-32.25,1021.7866,5.0,4539.0, , , , , 
1543542961039,9,56,1,0,1.0821792;2.1164744;9.251195,0.14917329;0.011990412;0.6023131,-13.5;-30.1875;-33.0,1021.7866,5.0,4539.0, , , , , 
1543542961048,9,56,1,0,1.1109096;2.087744;9.241618,0.14917329;0.011990412;0.6023131,-14.25;-30.1875;-31.5,1021.7866,5.0,4539.0, , , , , 
1543542961059,9,56,1,0,1.0151415;2.135628;9.299079,-0.0450644;0.1915848;0.14049901,-14.25;-30.1875;-31.5,1021.79004,5.0,4539.0, , , , , 
1543542961069,9,56,1,0,0.8810662;2.2026656;9.433155,-0.0450644;0.1915848;0.14049901,-14.9375;-30.125;-32.25,1021.79004,5.0,4539.0, , , , , 
1543542961078,9,56,1,0,0.5746084;2.4229321;9.749189,-0.0450644;0.1915848;0.14049901,-14.25;-29.4375;-33.0,1021.79004,5.0,4539.0, , , , , 
1543542961088,9,56,1,0,0.4405331;2.4899697;9.940725,-0.0450644;0.1915848;0.14049901,-14.1875;-30.9375;-30.75,1021.79004,5.0,4539.0, , , , , 
1543542961099,9,56,1,0,0.30645782;2.5570073;10.180145,-0.0450644;0.1915848;0.14049901,-13.5;-30.1875;-31.5,1021.79004,5.0,4539.0, , , , , 
1543542961108,9,56,1,0,0.22984336;2.6144683;10.228029,-0.0450644;0.1915848;0.14049901,-15.0;-27.9375;-32.25,1021.79004,5.0,4539.0, , , , , 
1543542961118,9,56,1,0,0.18195933;2.767697;10.170568,-0.06949901;-0.08817403;0.25900686,-14.1875;-30.9375;-31.5,1021.79004,5.0,4539.0, , , , , 
1543542961128,9,56,1,0,0.16280572;2.8538885;10.055647,-0.04872959;-0.09794788;0.3042109,-15.625;-30.875;-33.0,1021.79004,5.0,4539.0, , , , , 
1543542961139,9,56,1,0,0.21068975;2.9113493;9.921572,-0.009634217;-0.07229154;0.36041048,-13.5;-30.1875;-31.5,1021.79004,5.0,4539.0, , , , , 
1543542961151,9,56,1,0,0.18195933;2.9783869;9.758766,0.033108898;0.014433873;0.40561453,-14.25;-30.1875;-31.5,1021.7969,5.0,4539.0, , , , , 
1543542961162,9,56,1,0,0.19153613;3.1124623;9.5385,0.083199844;0.14882423;0.4618141,-16.375;-30.125;-32.25,1021.7969,5.0,4539.0, , , , , 
1543542961177,9,56,1,0,-0.02873042;3.2369606;9.80665,0.16749924;0.40783107;0.61086524,-15.0;-27.9375;-30.0,1021.7969,5.0,4539.0, , , , , 
1543542961187,9,56,1,0,-0.24899697;3.2273839;10.189722,0.19559905;0.51289994;0.73914695,-14.9375;-30.125;-32.25,1021.7969,5.0,4428.0, , , , , 
1543542961197,9,56,1,0,-0.46926352;3.1028855;10.515334,0.19682078;0.5019043;0.80389863,-16.375;-28.625;-33.0,1021.7969,5.0,4428.0, , , , , 
1543542961208,9,56,1,0,-0.39264908;2.9975405;10.611102,0.17238617;0.5092347;0.79290307,-15.625;-30.125;-32.25,1021.7969,5.0,4428.0, , , , , 
1543542961219,9,56,1,0,-0.7278373;2.7581203;10.620679,0.11618657;0.4933522;0.784351,-14.9375;-29.375;-32.25,1021.7969,5.0,4428.0, , , , , 
1543542961228,9,56,1,0,-0.91937345;2.7389667;10.611102,0.053878315;0.40783107;0.80389863,-14.9375;-28.625;-32.25,1021.7969,5.0,4428.0, , , , , 
1543542961238,9,56,1,0,-0.92895025;2.767697;10.515334,-0.01818633;0.31009266;0.85154617,-16.375;-29.375;-30.75,1021.7969,5.0,4428.0, , , , , 
1543542961248,9,56,1,0,-0.89064306;2.7006595;10.170568,-0.047507863;0.28932324;0.8698721,-16.375;-27.875;-33.0,1021.7969,5.0,4428.0, , , , , 
1543542961258,9,56,1,0,-1.0342951;2.480393;9.337387,-0.12814207;0.37850955;0.8698721,-15.6875;-29.375;-33.0,1021.7842,5.0,4428.0, , , , , 
1543542961269,9,56,1,0,-0.50757074;2.2984335;9.758766,-0.1855634;0.39194858;0.8002335,-16.375;-28.625;-33.75,1021.7842,5.0,4428.0, , , , , 
1543542961278,9,56,1,0,-0.50757074;2.135628;9.490616,-0.21855013;0.39439204;0.7110471,-15.6875;-27.875;-33.0,1021.7842,5.0,4428.0, , , , , 
1543542961288,9,56,1,0,-0.62249243;2.0973208;9.461885,-0.2295457;0.35651842;0.6047566,-17.0625;-29.375;-31.5,1021.7842,5.0,4428.0, , , , , 
1543542961300,9,56,1,0,-0.8810662;2.3654714;9.14585,-0.26497588;0.22212805;0.5644395,-17.125;-28.625;-35.25,1021.7842,5.0,4428.0, , , , , 
1543542961310,9,56,1,0,-1.1683705;2.5761611;8.714894,-0.29551914;0.12561135;0.5534439,-17.125;-28.625;-35.25,1021.7842,5.0,4428.0, , , , , 
1543542961321,9,56,1,0,-1.2737153;2.585738;8.389283,-0.3297276;0.06452482;0.56321776,-17.125;-27.875;-34.5,1021.7842,5.0,4428.0, , , , , 
1543542961332,9,56,1,0,-1.2641385;2.4516625;8.00621,-0.35904914;0.06452482;0.5656612,-16.375;-27.875;-33.0,1021.7842,5.0,4428.0, , , , , 
1543542961341,9,56,1,0,-1.2354081;2.327164;7.7189064,-0.36760125;0.13660692;0.5375614,-16.375;-27.875;-33.0,1021.7842,5.0,4428.0, , , , , 
1543542961352,9,56,1,0,-1.1875241;2.2888567;7.5082164,-0.36760125;0.25144958;0.5119051,-17.875;-26.3125;-33.75,1021.7822,5.0,4428.0, , , , , 
1543542961362,9,56,1,0,-1.283292;2.2888567;7.4124484,-0.32361895;0.5177868;0.5155703,-17.125;-27.125;-34.5,1021.7822,5.0,4428.0, , , , , 
1543542961372,9,56,1,0,-1.3982137;2.2409728;7.517793,-0.31506684;0.55077356;0.52412236,-17.1875;-24.875;-34.5,1021.7822,5.0,4428.0, , , , , 
1543542961382,9,56,1,0,-1.5801731;2.0685902;7.776367,-0.26741934;0.7144854;0.6047566,-17.1875;-24.875;-33.0,1021.7822,5.0,4428.0, , , , , 
1543542961392,9,56,1,0,-1.7142484;2.0015526;7.9104424,-0.26619762;0.7352548;0.63529986,-19.25;-27.0625;-35.25,1021.7822,5.0,4428.0, , , , , 
1543542961403,9,56,1,0,-1.8004397;1.934515;7.9870567,-0.3016278;0.7450287;0.70371675,-15.75;-24.875;-33.75,1021.7822,5.0,4428.0, , , , , 
1543542961412,9,56,1,0,-1.9249382;1.6280571;8.1881695,-0.41891393;0.69005084;0.8051204,-17.875;-24.875;-34.5,1021.7822,5.0,4428.0, , , , , 
1543542961423,9,56,1,0,-1.9153614;1.1013328;8.456321,-0.60828215;0.66683793;0.8918632,-17.1875;-24.125;-36.0,1021.7822,5.0,4428.0, , , , , 
1543542961433,9,56,1,0,-1.8674773;0.60333884;8.916007,-0.695025;0.68760735;0.893085,-15.8125;-24.875;-38.1875,1021.7822,5.0,4428.0, , , , , 
1543542961444,9,56,1,0,-1.7046716;0.0;9.758766,-0.7096858;0.7181506;0.84421575,-17.1875;-24.125;-36.0,1021.7822,5.0,4428.0, , , , , 
1543542961453,9,56,1,0,-1.532289;-0.37349546;10.314221,-0.6693687;0.76335466;0.766025,-17.9375;-23.3125;-36.75,1021.78516,5.0,4428.0, , , , , 
1543542961464,9,56,1,0,-1.4077905;-0.5363012;10.46745,-0.56796503;0.83177155;0.65118235,-15.75;-24.875;-36.75,1021.78516,5.0,4428.0, , , , , 
1543542961474,9,56,1,0,-1.532289;-0.22026655;10.43872,-0.49221775;0.9050754;0.6230825,-15.8125;-23.375;-36.75,1021.78516,5.0,4428.0, , , , , 
1543542961485,9,56,1,0,-1.6663644;-0.019153614;10.5440645,-0.41891393;0.9686054;0.65118235,-17.25;-23.375;-36.75,1021.78516,5.0,4428.0, , , , , 
1543542961495,9,56,1,0,-1.8866309;0.10534488;11.032481,-0.26864108;1.0358006;0.74281216,-15.8125;-23.375;-38.9375,1021.78516,5.0,4428.0, , , , , 
1543542961506,9,56,1,0,-2.0494366;0.2873042;11.358093,-0.18434167;1.0443527;0.7819075,-16.5625;-21.125;-38.25,1021.78516,5.0,4428.0, , , , , 
1543542961517,9,56,1,0,-2.27928;0.47884035;11.808203,-0.051173054;0.9698271;0.8332202,-17.3125;-20.375;-37.5,1021.78516,5.0,4428.0, , , , , 
1543542961527,9,56,1,0,-2.3654714;0.80445176;11.798626,-0.019408062;0.7816806;0.8662069,-15.875;-21.125;-39.6875,1021.78516,5.0,4428.0, , , , , 
1543542961537,9,56,1,0,-2.3080103;0.9864111;11.645397,-0.01818633;0.65217716;0.8943067,-14.4375;-21.9375;-38.1875,1021.78516,5.0,4865.0, , , , , 
1543542961548,9,56,1,0,-2.2697031;1.0151415;11.568783,0.011117747;0.54710835;0.893085,-16.5625;-22.625;-38.9375,1021.7837,5.0,4865.0, , , , , 
1543542961557,9,56,1,0,-2.2218192;1.1013328;11.453861,0.09786061;0.46158722;0.8906415,-15.875;-21.125;-39.6875,1021.7837,5.0,4865.0, , , , , 
1543542961568,9,56,1,0,-2.0590134;1.3120226;11.042058,0.26035076;0.46403068;0.90408057,-15.1875;-21.1875;-38.1875,1021.7837,5.0,4865.0, , , , , 
1543542961579,9,56,1,0,-2.0111294;1.5801731;10.831368,0.38008034;0.48968703;0.98349303,-16.5625;-20.375;-37.5,1021.7837,5.0,4865.0, , , , , 
1543542961589,9,56,1,0,-2.0590134;1.8770541;10.572795,0.48148397;0.48602185;1.073901,-16.5625;-20.375;-37.5,1021.7837,5.0,4865.0, , , , , 
1543542961600,9,56,1,0,-1.9440918;1.9057846;10.055647,0.5535661;0.46158722;1.1178833,-18.0;-21.875;-38.25,1021.7837,5.0,4865.0, , , , , 
1543542961611,9,56,1,0,-1.8866309;2.0398598;9.643845,0.57311374;0.4286005;1.1484267,-16.625;-20.375;-38.25,1021.7837,5.0,4865.0, , , , , 
1543542961621,9,56,1,0,-1.8674773;2.1164744;9.136273,0.49614474;0.3760661;1.205848,-15.1875;-21.1875;-38.9375,1021.7837,5.0,4865.0, , , , , 
1543542961631,9,56,1,0,-1.3503298;1.9728222;9.126697,0.4106236;0.3284186;1.2339478,-15.1875;-21.1875;-40.4375,1021.7837,5.0,4865.0, , , , , 
1543542961642,9,56,1,0,-0.6703765;1.6759412;9.251195,0.32754594;0.26733208;1.1899655,-18.0;-21.125;-38.25,1021.7837,5.0,4865.0, , , , , 
1543542961652,9,56,1,0,-0.33518824;1.5610195;9.346964,0.3214373;0.2648886;1.1533135,-15.9375;-18.875;-38.9375,1021.78516,5.0,4865.0, , , , , 
1543542961663,9,56,1,0,-0.095768064;1.7429788;9.643845,0.35198054;0.26733208;1.001819,-18.0;-21.875;-36.75,1021.78516,5.0,4865.0, , , , , 
1543542961673,9,56,1,0,-0.78529817;1.6376339;9.481039,0.3458719;0.22090632;0.95172805,-15.1875;-19.6875;-39.6875,1021.78516,5.0,4865.0, , , , , 
1543542961684,9,56,1,0,-1.1109096;1.733402;9.279925,0.2933375;0.1915848;0.9541715,-15.9375;-19.625;-38.9375,1021.78516,5.0,4865.0, , , , , 
1543542961694,9,56,1,0,-1.3215994;1.8387469;9.32781,0.24813347;0.20868902;0.97249746,-18.0;-20.375;-38.25,1021.78516,5.0,4865.0, , , , , 
1543542961703,9,56,1,0,-1.5897499;1.8387469;9.595961,0.24691173;0.20746729;0.9932669,-16.5625;-21.875;-38.9375,1021.78516,5.0,4865.0, , , , , 
1543542961714,9,56,1,0,-1.6280571;1.7908629;9.701305,0.2701246;0.21113248;1.0103711,-18.6875;-21.0625;-39.0,1021.78516,5.0,4865.0, , , , , 
1543542961723,9,56,1,0,-1.5705963;1.7238252;9.835381,0.30311134;0.21235421;1.0054842,-16.625;-20.375;-38.25,1021.78516,5.0,4865.0, , , , , 
1543542961734,9,56,1,0,-1.6376339;1.6472107;9.950302,0.33365458;0.19402826;0.9798278,-16.625;-19.625;-39.0,1021.78516,5.0,4865.0, , , , , 
1543542961744,9,56,1,0,-1.6280571;1.5514427;10.093954,0.35564575;0.08651597;0.89675015,-18.0625;-18.875;-37.5,1021.78516,5.0,4865.0, , , , , 
1543542961755,9,56,1,0,-1.4748282;1.3982137;10.055647,0.35198054;-0.061295964;0.7782423,-15.875;-20.375;-37.5,1021.7886,5.0,4865.0, , , , , 
1543542961765,9,56,1,0,-1.484405;1.4652514;9.80665,0.31655037;-0.20423843;0.6291912,-16.5625;-21.125;-38.9375,1021.7886,5.0,4865.0, , , , , 
1543542961775,9,56,1,0,-1.8387469;1.8387469;9.394848,0.27256808;-0.30808553;0.50579643,-18.6875;-21.0625;-38.25,1021.7886,5.0,4865.0, , , , , 
1543542961786,9,56,1,0,-2.432509;2.4420857;8.992621,0.22247712;-0.3752807;0.44837508,-18.6875;-21.8125;-37.5,1021.7886,5.0,4865.0, , , , , 
1543542961795,9,56,1,0,-2.7389667;2.834735;8.801085,0.17605136;-0.34229398;0.49113566,-18.6875;-23.3125;-39.6875,1021.7886,5.0,4865.0, , , , , 
1543542961806,9,56,1,0,-2.96881;3.0454245;8.695741,0.17605136;-0.25432938;0.59253925,-19.4375;-21.0625;-37.5,1021.7886,5.0,4865.0, , , , , 
1543542961815,9,56,1,0,-3.0550013;2.96881;8.42759,0.19926424;-0.15170401;0.68416905,-18.0;-21.875;-36.75,1021.7886,5.0,4865.0, , , , , 
1543542961826,9,56,1,0,-2.930503;2.873042;8.331821,0.22492059;-0.039304815;0.7440339,-18.6875;-21.8125;-38.25,1021.7886,5.0,4865.0, , , , , 
1543542961836,9,56,1,0,-2.815581;2.873042;8.283937,0.24324654;0.08285078;0.8014552,-19.375;-21.0625;-36.75,1021.7886,5.0,4865.0, , , , , 
1543542961847,9,56,1,0,-2.96881;2.9113493;8.322245,0.25912905;0.22212805;0.8857546,-18.0;-19.625;-37.5,1021.7754,5.0,4865.0, , , , , 
1543542961857,9,56,1,0,-3.0262709;2.8538885;8.418014,0.21148154;0.22212805;0.9443976,-19.4375;-21.0625;-38.25,1021.7754,5.0,4865.0, , , , , 
1543542961867,9,56,1,0,-2.8060043;2.4516625;8.954314,0.023335053;-0.05763077;0.8857546,-20.125;-20.3125;-36.75,1021.7754,5.0,4865.0, , , , , 
1543542961881,9,56,1,0,-2.5091233;2.480393;8.839393,-0.030403635;-0.19568631;0.8662069,-20.875;-18.8125;-38.25,1021.7754,5.0,4865.0, , , , , 
1543542961888,9,56,1,0,-2.5187001;2.6240451;8.628703,-0.049951322;-0.24944246;0.8588765,-19.4375;-20.3125;-39.0,1021.7754,5.0,5990.0, , , , , 
1543542961899,9,56,1,0,-2.3942018;2.7389667;8.456321,-0.08049458;-0.22622958;0.893085,-18.6875;-21.0625;-39.75,1021.7754,5.0,5990.0, , , , , 
1543542961909,9,56,1,0,-2.336741;2.6719291;8.542512,-0.09149016;-0.18346901;0.9211848,-18.6875;-21.0625;-38.25,1021.7754,5.0,5990.0, , , , , 
1543542961920,9,56,1,0,-2.1068976;2.432509;8.7053175,-0.07927285;-0.15659094;0.93462384,-20.1875;-18.8125;-39.75,1021.7754,5.0,5990.0, , , , , 
1543542961931,9,56,1,0,-1.8195933;2.384625;8.743625,-0.056059975;-0.10649999;0.94806284,-21.5625;-18.75;-36.75,1021.7754,5.0,5990.0, , , , , 
1543542961941,9,56,1,0,-1.6759412;2.4037786;8.628703,-0.023073252;-0.013648475;0.9737192,-21.5625;-19.5;-36.75,1021.7754,5.0,5990.0, , , , , 
1543542961952,9,56,1,0,-1.5131354;2.2984335;8.599973,0.0050090947;0.12927654;0.9932669,-20.875;-18.8125;-38.25,1021.77783,5.0,5990.0, , , , , 
1543542961961,9,56,1,0,-1.484405;2.327164;8.590396,0.01844813;0.21479768;1.0054842,-20.875;-18.8125;-38.25,1021.77783,5.0,5990.0, , , , , 
1543542961971,9,56,1,0,-1.4460979;2.3942018;8.532935,0.016004669;0.28199285;1.0311406,-20.875;-17.3125;-37.5,1021.77783,5.0,5990.0, , , , , 
1543542961981,9,56,1,0,-1.436521;2.3175871;8.561666,-0.0035255651;0.33697072;1.0482447,-21.5625;-18.0;-36.75,1021.77783,5.0,5990.0, , , , , 
1543542961991,9,56,1,0,-1.5705963;2.2984335;8.820239,-0.032847095;0.35407495;1.065349,-23.0625;-16.5;-35.3125,1021.77783,5.0,5990.0, , , , , 
1543542962002,9,56,2,0,-1.7046716;2.327164;8.963891,-0.07805113;0.31986648;1.0934488,-23.0625;-15.75;-39.0,1021.77783,5.0,5990.0, , , , , 
1543542962011,9,56,2,0,-1.7908629;2.3558946;9.021352,-0.14280283;0.25511476;1.1557571,-22.3125;-17.25;-38.25,1021.77783,5.0,5990.0, , , , , 
1543542962021,9,56,2,0,-1.8004397;2.4899697;8.887277,-0.16235052;0.23434536;1.1789699,-22.3125;-16.5;-38.25,1021.77783,5.0,5990.0, , , , , 
1543542962031,9,56,2,0,-1.8004397;2.6431987;8.858546,-0.22343706;0.25389305;1.2999213,-21.625;-15.8125;-38.25,1021.77783,5.0,5990.0, , , , , 
1543542962042,9,56,2,0,-1.6089035;2.7006595;9.289502,-0.2173284;0.26733208;1.3206906,-21.625;-15.8125;-38.25,1021.77783,5.0,5990.0, , , , , 
1543542962051,9,56,2,0,-1.6089035;1.6759412;9.624691,-0.18311994;0.29543188;1.3891076,-21.625;-15.8125;-38.25,1021.7803,5.0,5990.0, , , , , 
1543542962061,9,56,2,0,-1.043872;1.8674773;9.854534,-0.14402457;0.22212805;1.4282029,-22.375;-15.0;-37.5625,1021.7803,5.0,5990.0, , , , , 
1543542962072,9,56,2,0,-0.51714754;1.9728222;9.481039,-0.10370746;0.16470672;1.4208726,-22.4375;-13.5;-38.25,1021.7803,5.0,5990.0, , , , , 
1543542962082,9,56,2,0,-0.16280572;2.2601264;8.925584,-0.12569861;0.120724425;1.4025465,-23.125;-14.25;-38.3125,1021.7803,5.0,5990.0, , , , , 
1543542962093,9,56,2,0,-0.009576807;2.0973208;8.437167,-0.19167206;0.1158375;1.3939945,-21.75;-12.8125;-39.0,1021.7803,5.0,5990.0, , , , , 
1543542962102,9,56,2,0,0.31603462;2.432509;8.24563,-0.26497588;0.121946156;1.3878858,-23.125;-12.75;-39.0,1021.7803,5.0,5990.0, , , , , 
1543542962112,9,56,2,0,0.58418524;2.7006595;8.1881695,-0.305293;0.14882423;1.3805554,-23.1875;-11.25;-39.0625,1021.7803,5.0,5990.0, , , , , 
1543542962122,9,56,2,0,0.6991069;2.8060043;8.054094,-0.4213574;0.35407495;1.3720033,-23.125;-12.75;-37.5625,1021.7803,5.0,5990.0, , , , , 
1543542962132,9,56,2,0,0.6703765;2.777274;8.1402855,-0.48855257;0.54344314;1.3878858,-24.625;-10.5625;-39.8125,1021.7803,5.0,5990.0, , , , , 
1543542962142,9,56,2,0,0.5746084;2.3558946;8.686164,-0.5508608;0.7169289;1.4074335,-21.0625;-11.3125;-38.25,1021.7803,5.0,5990.0, , , , , 
1543542962153,9,56,2,0,0.6703765;1.8866309;9.452309,-0.5740737;0.77801543;1.4074335,-23.9375;-9.0625;-39.0625,1021.7837,5.0,5990.0, ,0,$GPGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $QZGSA;140.0;99.0;99.0 $IMGSA;140.0;99.0;99.0 $BDGSA;140.0;99.0;99.0 $GAGSA;140.0;99.0;99.0 , , 
1543542962163,9,56,2,0,0.89064306;1.5227122;10.927136,-0.55574775;0.7865675;1.3487904,-22.5;-9.875;-40.5,1021.7837,5.0,5990.0, , , , , 
1543542962174,9,56,2,0,1.0342951;1.5131354;11.63582,-0.43357468;0.62163395;1.251052,-23.25;-7.5625;-39.0625,1021.7837,5.0,5990.0, , , , , 
1543542962184,9,56,2,0,1.2449849;1.7621324;11.836933,-0.31140164;0.46280897;1.1716396,-23.9375;-8.3125;-40.5625,1021.7837,5.0,5990.0, , , , , 
1543542962194,9,56,2,0,1.4460979;2.3654714;11.319786,-0.20266764;0.34552282;1.1129965,-21.125;-8.375;-41.25,1021.7837,5.0,5990.0, , , , , 
1543542962205,9,56,2,0,1.541866;2.7006595;10.726024,-0.12325515;0.30520573;1.0726794,-20.375;-9.125;-40.5,1021.7837,5.0,5990.0, , , , , 
1543542962215,9,56,2,0,1.5131354;3.1411927;9.605537,-0.090268426;0.3528532;1.0775663,-22.5625;-7.625;-39.8125,1021.7837,5.0,5990.0, , , , , 
1543542962226,9,56,2,0,1.5801731;3.41892;8.944737,-0.112259574;0.5752082;1.1386528,-24.0;-7.5625;-40.5625,1021.7837,5.0,5990.0, , , , , 
1543542962236,9,56,2,0,1.6950948;3.3614593;8.801085,-0.13913764;0.7181506;1.1569787,-21.875;-6.125;-39.8125,1021.7837,5.0,6233.0, , , , , 
1543542962246,9,56,2,0,1.8866309;3.217807;9.078813,-0.2173284;0.9453925;1.1704178,-21.875;-6.125;-40.5,1021.7788,5.0,6233.0, , , , , 
1543542962256,9,56,2,0,1.8483237;2.930503;9.32781,-0.25153685;0.99059653;1.1582005,-23.3125;-5.375;-40.5625,1021.7788,5.0,6233.0, , , , , 
1543542962267,9,56,2,0,1.685518;2.6240451;10.151415,-0.3700447;0.961275;1.1166617,-21.1875;-6.125;-42.0,1021.7788,5.0,6233.0, , , , , 
1543542962276,9,56,2,0,1.4460979;2.231396;10.831368,-0.41647047;0.85254097;1.0861183,-21.875;-6.125;-39.8125,1021.7788,5.0,6233.0, , , , , 
1543542962286,9,56,2,0,1.283292;2.1930888;11.722012,-0.43113124;0.6289643;1.0567969,-21.9375;-3.875;-42.0,1021.7788,5.0,6233.0, , , , , 
1543542962296,9,56,2,0,1.1971009;2.1643584;11.836933,-0.3981445;0.39317033;1.0360274,-21.25;-3.875;-42.0,1021.7788,5.0,6233.0, , , , , 
1543542962306,9,56,2,0,1.3024458;2.27928;11.702858,-0.34316665;0.2001369;1.0299188,-21.25;-3.875;-41.25,1021.7788,5.0,6233.0, , , , , 
1543542962316,9,56,2,0,1.6376339;2.4133554;11.099519,-0.26375416;0.06330309;1.0177015,-19.125;-3.9375;-41.25,1021.7788,5.0,6233.0, , , , , 
1543542962326,9,56,2,0,2.078167;2.3558946;10.5919485,-0.2209936;0.047420595;0.9969321,-20.5;-3.9375;-41.25,1021.7788,5.0,6233.0, , , , , 
1543542962336,9,56,2,0,2.327164;2.2984335;10.400413,-0.17212437;0.068190016;0.9468411,-21.9375;-3.875;-40.5625,1021.7788,5.0,6233.0, , , , , 
1543542962347,9,56,2,0,2.4612393;2.2218192;10.132261,-0.090268426;0.19036306;0.87598073,-22.6875;-2.375;-42.0625,1021.77686,5.0,6233.0, , , , , 
1543542962357,9,56,2,0,2.4037786;2.2409728;10.141838,-0.031625368;0.27344072;0.829555,-23.4375;-1.625;-42.8125,1021.77686,5.0,6233.0, , , , , 
1543542962367,9,56,2,0,2.1643584;2.2601264;10.304645,0.031887166;0.30520573;0.7867944,-21.25;-2.375;-42.75,1021.77686,5.0,6233.0, , , , , 
1543542962377,9,56,2,0,1.982399;2.2697031;10.371682,0.09541715;0.2563365;0.7464773,-21.25;-2.375;-42.0,1021.77686,5.0,6233.0, , , , , 
