time,hour,min,sec,env,acc,gyr,mag,pressure,prox,light,gnssMeasurement,gnssStatus,nema,wifi,cell
1543541847605,9,37,27,1,0.1436521;4.10845;8.896853,1.2217305E-4;-2.0943952E-4;0.0,-30.3125;11.9375;-28.0625,0.0,0.0,65.0, , , ,96 00:9a:cd:8d:13:b8;-78 00:9a:cd:fd:13:b8;-81 00:be:3b:b8:8c:d8;-79 00:be:3b:f8:8c:d8;-79 88:11:96:03:7e:4b;-87 00:be:3b:b8:8c:da;-79 f4:83:cd:a8:8a:cb;-74 70:3d:15:8b:52:01;-77 70:3d:15:8b:52:00;-77 50:da:00:a3:21:20;-87 70:3d:15:8b:38:20;-70 70:3d:15:8b:47:50;-78 70:3d:15:8b:52:81;-73 70:3d:15:8b:47:51;-78 70:3d:15:8b:52:80;-73 70:3d:15:8b:51:f1;-72 70:3d:15:8b:51:f0;-72 34:96:72:c5:c1:f0;-68 d4:61:fe:61:53:81;-79 d4:61:fe:61:53:80;-80 70:3d:15:8b:50:21;-73 70:3d:15:8b:50:20;-73 d4:61:fe:61:53:91;-85 d4:61:fe:61:53:90;-84 70:3d:15:8b:3f:f0;-56 70:3d:15:8b:63:41;-66 50:da:00:a3:21:10;-84 70:3d:15:8b:3f:f1;-57 70:3d:15:8b:63:31;-62 70:3d:15:8b:52:90;-81 70:3d:15:8b:47:41;-75 70:3d:15:8b:63:30;-66 70:3d:15:8b:63:40;-65 70:3d:15:8b:38:11;-67 70:3d:15:8b:47:40;-74 70:3d:15:8b:38:10;-67 08:10:79:99:81:c6;-88 70:3d:15:8b:39:61;-84 70:3d:15:8b:39:60;-85 70:3d:15:8b:43:f0;-78 70:3d:15:8b:43:f1;-79 70:3d:15:8b:8d:f1;-69 70:3d:15:8b:8e:01;-62 70:3d:15:8b:8e:00;-64 70:3d:15:8b:43:e1;-70 50:da:00:a3:0c:10;-75 70:3d:15:8b:43:e0;-71 50:da:00:a3:0c:20;-80 70:3d:15:8b:50:11;-61 70:3d:15:8b:40:00;-51 70:3d:15:8b:50:10;-61 32:cd:a7:1d:e0:41;-77 70:3d:15:8b:52:10;-61 70:3d:15:8b:38:35;-65 70:3d:15:8b:38:31;-67 70:3d:15:8b:38:30;-66 70:3d:15:8b:52:15;-58 70:3d:15:8b:52:11;-63 b0:e5:ed:e3:22:8c;-67 50:da:00:a3:0c:30;-68 34:96:72:c5:c1:ee;-64 00:9a:cd:8d:13:b4;-63 b0:e5:ed:e3:22:8d;-65 88:25:93:82:a6:4d;-65 70:3d:15:8b:38:04;-82 70:3d:15:8b:38:00;-76 70:3d:15:8b:8e:15;-63 70:3d:15:8b:8e:11;-63 70:3d:15:8b:50:31;-64 70:3d:15:8b:50:30;-65 00:be:3b:b8:8c:d4;-66 00:34:cb:68:d9:9f;-81 80:89:17:10:b9:eb;-76 00:be:3b:b8:8c:d9;-66 c8:3a:35:2a:0e:c0;-41 f4:83:cd:5e:9d:4d;-82 b2:52:16:b7:ef:7f;-76 ec:26:ca:cd:a5:c8;-40 70:3d:15:8b:44:05;-60 70:3d:15:8b:44:01;-60 70:3d:15:8b:44:00;-59 70:3d:15:8b:63:55;-51 70:3d:15:8b:63:51;-48 70:3d:15:8b:63:50;-49 70:3d:15:8b:39:21;-82 70:3d:15:8b:40:15;-57 70:3d:15:8b:40:11;-59 70:3d:15:8b:40:10;-58 24:69:68:c8:c0:26;-72 bc:46:99:9f:1a:cc;-77 dc:fe:18:50:d3:8d;-84 00:34:cb:68:df:5e;-78 08:10:79:99:81:c4;-79 88:25:93:3d:d4:1f;-80 84:1b:5e:e6:42:3e;-81 b0:95:8e:51:f6:c5;-71,0
1543541847836,9,37,27,1,-0.50757074;3.9264908;8.590396,0.09053023;-0.32274628;-0.28586748,-27.4375;10.375;-26.5625,1022.3828,5.0,65.0, , , , , 
1543541847847,9,37,27,1,-0.20111294;3.821146;8.571242,0.04654793;-0.35695472;-0.28953266,-27.375;8.125;-25.0625,1022.3828,5.0,65.0, , , , , 
1543541847857,9,37,27,1,-0.047884032;3.763685;8.552089,0.0013439035;-0.3789459;-0.31763247,-25.3125;10.3125;-26.5625,1022.3828,5.0,65.0, , , , , 
1543541847868,9,37,27,1,0.08619126;3.7349546;8.628703,-0.04017748;-0.39238492;-0.3506192,-28.875;10.375;-25.875,1022.3828,5.0,65.0, , , , , 
1543541847878,9,37,27,1,0.06703765;3.8019924;9.002198,-0.056059975;-0.3801676;-0.37261033,-28.1875;11.125;-26.5625,1022.3828,5.0,65.0, , , , , 
1543541847888,9,37,27,1,0.0;3.7732618;9.375694,-0.021851523;-0.38871974;-0.38116246,-28.8125;9.6875;-25.875,1022.3828,5.0,61.0, , , , , 
1543541847899,9,37,27,1,0.038307227;3.763685;9.519346,0.04288274;-0.40948915;-0.38360593,-27.4375;9.625;-27.3125,1021.4375,5.0,61.0, , , , , 
1543541847909,9,37,27,1,0.12449849;3.821146;9.528923,0.11007792;-0.4436976;-0.37627554,-26.0625;11.0625;-28.0625,1021.4375,5.0,61.0, , , , , 
1543541847919,9,37,27,1,0.34476504;3.9360676;9.385271,0.1699427;-0.49867547;-0.378719,-27.375;8.875;-25.125,1021.4375,5.0,61.0, , , , , 
1543541847929,9,37,27,1,0.6991069;4.146757;8.973468,0.24813347;-0.5548751;-0.39704496,-26.0;10.3125;-27.3125,1021.4375,5.0,61.0, , , , , 
1543541847939,9,37,27,1,0.842759;4.3957543;8.561666,0.25912905;-0.5573185;-0.4031536,-27.4375;11.125;-25.875,1021.4375,5.0,61.0, , , , , 
1543541847950,9,37,27,1,0.9959879;4.759673;7.833828,0.19804251;-0.51455796;-0.4068188,-26.75;10.375;-26.5625,1021.4375,5.0,61.0, , , , , 
1543541847960,9,37,27,1,0.9576807;4.9703627;7.536947,0.022113321;-0.45469317;-0.3750538,-26.6875;8.875;-27.3125,1021.4375,5.0,61.0, , , , , 
1543541847970,9,37,27,1,0.81402856;5.104438;7.5465236,-0.17212437;-0.43392375;-0.32618457,-26.0;9.5625;-26.5625,1021.4375,5.0,61.0, , , , , 
1543541847980,9,37,27,1,0.7182605;4.951209;7.9104424,-0.3737099;-0.4717974;-0.27731538,-28.125;10.375;-25.875,1021.4375,5.0,61.0, , , , , 
1543541847990,9,37,27,1,0.7565677;4.510676;8.762778,-0.5288697;-0.541436;-0.23211133,-26.6875;9.625;-25.8125,1021.4375,5.0,61.0, , , , , 
1543541848001,9,37,28,1,0.8714894;4.185065;9.471462,-0.586291;-0.60252255;-0.19301596,-27.375;8.125;-25.0625,1021.31006,5.0,61.0, , , , , 
1543541848010,9,37,28,1,1.2066777;3.6583402;10.352529,-0.5105437;-0.6135181;-0.19179423,-26.0;9.625;-28.0625,1021.31006,5.0,61.0, , , , , 
1543541848020,9,37,28,1,1.4748282;3.2752678;10.70687,-0.3785968;-0.58908355;-0.21622884,-28.125;9.625;-25.125,1021.31006,5.0,61.0, , , , , 
1543541848030,9,37,28,1,1.6089035;3.064578;10.783484,-0.22343706;-0.5524316;-0.2589894,-26.0;10.3125;-26.5625,1021.31006,5.0,61.0, , , , , 
1543541848040,9,37,28,1,1.7142484;2.9017725;10.668563,-0.01452114;-0.53166217;-0.34939745,-28.1875;11.125;-27.3125,1021.31006,5.0,61.0, , , , , 
1543541848051,9,37,28,1,1.8100165;2.834735;10.390836,0.059986968;-0.5255535;-0.39948842,-26.6875;9.625;-27.3125,1021.31006,5.0,61.0, , , , , 
1543541848061,9,37,28,1,1.8100165;2.8634653;9.892841,0.12473868;-0.527997;-0.4837878,-27.375;8.875;-26.5625,1021.31006,5.0,61.0, , , , , 
1543541848072,9,37,28,1,1.7142484;2.9496565;9.423578,0.12107349;-0.53410566;-0.53632224,-24.5625;8.8125;-26.5625,1021.31006,5.0,61.0, , , , , 
1543541848082,9,37,28,1,1.7046716;2.930503;9.260772,0.10396926;-0.5206666;-0.5656437,-28.8125;10.375;-24.375,1021.31006,5.0,61.0, , , , , 
1543541848091,9,37,28,1,1.685518;2.920926;9.165004,0.09419542;-0.5121145;-0.582748,-27.4375;9.625;-25.8125,1021.2881,5.0,61.0, , , , , 
1543541848102,9,37,28,1,1.5610195;2.834735;9.14585,0.07220427;-0.45713663;-0.62550855,-28.8125;8.1875;-25.875,1021.2881,5.0,61.0, , , , , 
1543541848111,9,37,28,1,1.4460979;2.7581203;9.299079,0.08197811;-0.4070457;-0.64261276,-26.75;10.375;-25.8125,1021.2881,5.0,61.0, , , , , 
1543541848121,9,37,28,1,1.388637;2.7006595;9.346964,0.11129965;-0.32396802;-0.6560518,-28.125;9.625;-26.5625,1021.2881,5.0,61.0, , , , , 
1543541848131,9,37,28,1,1.292869;2.6527755;9.481039,0.1455081;-0.25799456;-0.66216046,-24.625;9.5625;-28.0625,1021.2881,5.0,61.0, , , , , 
1543541848142,9,37,28,1,1.2545617;2.5953147;9.509769,0.17971656;-0.1993515;-0.6670474,-28.125;8.875;-25.125,1021.2881,5.0,61.0, , , , , 
1543541848151,9,37,28,1,1.1875241;2.585738;9.5385,0.19804251;-0.16880825;-0.67804295,-25.3125;11.8125;-25.0625,1021.2881,5.0,61.0, , , , , 
1543541848161,9,37,28,1,1.1013328;2.5474305;9.452309,0.19559905;-0.1272694;-0.71713835,-24.625;9.5625;-28.8125,1021.2881,5.0,61.0, , , , , 
1543541848172,9,37,28,1,0.94810385;2.6240451;9.490616,0.16749924;-0.11993903;-0.7415729,-24.5625;8.8125;-26.5625,1021.2881,5.0,61.0, , , , , 
1543541848182,9,37,28,1,0.8331822;2.681506;9.557653,0.13573426;-0.12849113;-0.7586772,-26.0;9.5625;-25.8125,1021.2881,5.0,61.0, , , , , 
1543541848192,9,37,28,1,0.7278373;2.7389667;9.615114,0.10274753;-0.14803882;-0.76722926,-25.3125;8.8125;-26.5625,1021.2905,5.0,61.0, , , , , 
1543541848202,9,37,28,1,0.7182605;2.7964275;9.634268,0.07953466;-0.16514306;-0.77333796,-25.3125;11.0625;-25.0625,1021.2905,5.0,61.0, , , , , 
1543541848212,9,37,28,1,0.7469909;2.8921957;9.634268,0.06609562;-0.1712517;-0.7770031,-23.875;10.3125;-26.5625,1021.2905,5.0,61.0, , , , , 
1543541848223,9,37,28,1,0.78529817;2.9783869;9.528923,0.06853908;-0.15781267;-0.7794466,-26.6875;9.625;-24.375,1021.2905,5.0,61.0, , , , , 
1543541848233,9,37,28,1,0.78529817;3.064578;9.481039,0.08075638;-0.123604216;-0.7843335,-23.1875;10.25;-28.0625,1021.2905,5.0,61.0, , , , , 
1543541848243,9,37,28,1,0.6607997;3.169923;9.452309,0.09419542;-0.099169604;-0.7916639,-26.0;8.875;-25.8125,1021.2905,5.0,47.0, , , , , 
1543541848254,9,37,28,1,0.47884035;3.3039982;9.461885,0.100304075;-0.10161307;-0.7916639,-23.875;9.5625;-27.3125,1021.2905,5.0,47.0, , , , , 
1543541848263,9,37,28,1,0.37349546;3.3997664;9.548077,0.108856186;-0.14193018;-0.7806683,-23.125;8.0;-25.8125,1021.2905,5.0,47.0, , , , , 
1543541848274,9,37,28,1,0.31603462;3.4859576;9.557653,0.12229522;-0.20668189;-0.7611206,-24.5625;8.8125;-25.8125,1021.2905,5.0,47.0, , , , , 
1543541848284,9,37,28,1,0.4309563;3.5242648;9.308656,0.14306463;-0.2714336;-0.7427947,-23.875;9.5625;-27.3125,1021.2905,5.0,47.0, , , , , 
1543541848295,9,37,28,1,0.60333884;3.5338416;8.992621,0.1699427;-0.30564207;-0.73302084,-22.4375;8.75;-26.5625,1021.30176,5.0,47.0, , , , , 
1543541848304,9,37,28,1,0.8331822;3.5625722;8.418014,0.20048597;-0.28975955;-0.7317991,-24.625;10.3125;-25.8125,1021.30176,5.0,47.0, , , , , 
1543541848315,9,37,28,1,0.9672575;3.6296098;8.034941,0.22369885;-0.22867304;-0.7317991,-24.625;10.3125;-25.8125,1021.30176,5.0,47.0, , , , , 
1543541848326,9,37,28,1,0.9864111;3.6583402;7.8912888,0.23591615;-0.18835594;-0.7281339,-22.4375;8.75;-25.8125,1021.30176,5.0,47.0, , , , , 
1543541848335,9,37,28,1,1.0151415;3.7445314;7.7189064,0.23713788;-0.14803882;-0.7281339,-22.4375;8.75;-25.8125,1021.30176,5.0,47.0, , , , , 
1543541848346,9,37,28,1,1.0534488;3.86903;7.517793,0.19804251;-0.08328711;-0.7220253,-20.3125;8.6875;-25.8125,1021.30176,5.0,47.0, , , , , 
1543541848358,9,37,28,1,0.9768343;3.9456444;7.517793,0.16505578;-0.046635196;-0.7159166,-23.875;8.8125;-24.3125,1021.30176,5.0,47.0, , , , , 
1543541848368,9,37,28,1,0.81402856;4.0318356;7.642292,0.12718214;-0.018535396;-0.69636893,-21.75;8.75;-25.8125,1021.30176,5.0,47.0, , , , , 
1543541848379,9,37,28,1,0.7182605;4.060566;7.776367,0.077091195;-2.0943952E-4;-0.66460395,-21.0;8.0;-25.0625,1021.30176,5.0,47.0, , , , , 
1543541848389,9,37,28,1,0.5746084;4.1180267;8.073248,0.0453262;-2.0943952E-4;-0.6340607,-20.375;10.1875;-24.3125,1021.30176,5.0,47.0, , , , , 
1543541848399,9,37,28,1,0.51714754;4.1180267;8.264784,0.0172264;-0.023422318;-0.59252185,-21.0;8.75;-25.0625,1021.29297,5.0,47.0, , , , , 
1543541848409,9,37,28,1,0.49799395;4.0701427;8.523358,-0.0071907565;-0.060074233;-0.55342644,-21.75;9.5;-25.0625,1021.29297,5.0,47.0, , , , , 
1543541848420,9,37,28,1,0.5650316;4.0797195;8.695741,-0.024294984;-0.11016518;-0.5155528,-21.0625;9.5;-24.3125,1021.29297,5.0,47.0, , , , , 
1543541848430,9,37,28,1,0.59376204;4.0892963;8.743625,-0.027960174;-0.15659094;-0.46179667,-20.375;10.1875;-23.5625,1021.29297,5.0,47.0, , , , , 
1543541848441,9,37,28,1,0.6607997;4.156334;8.801085,-0.01452114;-0.16636479;-0.41659263,-22.375;7.25;-23.5625,1021.29297,5.0,47.0, , , , , 
1543541848451,9,37,28,1,0.7182605;4.146757;8.820239,0.009896017;-0.16392133;-0.3677234,-20.3125;9.4375;-25.8125,1021.29297,5.0,47.0, , , , , 
1543541848460,9,37,28,1,0.79487497;4.156334;8.772355,0.031887166;-0.15659094;-0.32007593,-19.625;8.6875;-25.0625,1021.29297,5.0,47.0, , , , , 
1543541848471,9,37,28,1,0.82360536;4.175488;8.724471,0.035552356;-0.1553692;-0.2712067,-21.0625;10.25;-26.5625,1021.29297,5.0,47.0, , , , , 
1543541848481,9,37,28,1,0.8523358;4.175488;8.6574335,0.030665435;-0.15659094;-0.18812904,-20.3125;8.6875;-25.8125,1021.29297,5.0,47.0, , , , , 
1543541848491,9,37,28,1,0.93852705;4.1276035;8.552089,0.022113321;-0.15292574;-0.14414674,-21.0625;10.9375;-25.0625,1021.3071,5.0,47.0, , , , , 
1543541848501,9,37,28,1,1.1013328;3.9839516;8.283937,-0.024294984;-0.099169604;-0.06106907,-21.0;8.0;-25.8125,1021.3071,5.0,47.0, , , , , 
1543541848511,9,37,28,1,1.2162545;3.8115692;8.24563,-0.075607665;-0.062517695;-0.018308504,-18.9375;9.4375;-25.0625,1021.3071,5.0,47.0, , , , , 
1543541848522,9,37,28,1,1.292869;3.5242648;8.39886,-0.12447688;-0.020978857;0.0036651914,-19.625;7.9375;-25.0625,1021.3071,5.0,47.0, , , , , 
1543541848533,9,37,28,1,1.2258313;3.371036;8.66701,-0.16723745;0.00832522;0.020769417,-19.625;10.1875;-26.5625,1021.3071,5.0,47.0, , , , , 
1543541848542,9,37,28,1,1.0726024;3.1794999;9.184157,-0.18434167;0.00832522;0.043982297,-20.3125;7.9375;-24.3125,1021.3071,5.0,47.0, , , , , 
1543541848552,9,37,28,1,1.0726024;3.0454245;9.356541,-0.1770113;-0.0050963615;0.05497787,-20.375;10.1875;-25.0625,1021.3071,5.0,47.0, , , , , 
1543541848562,9,37,28,1,1.0821792;2.9879637;9.394848,-0.16479398;-0.006318092;0.05131268,-19.625;7.9375;-25.8125,1021.3071,5.0,47.0, , , , , 
1543541848573,9,37,28,1,1.1300632;2.873042;9.3661175,-0.16845918;-0.00143117;0.039095376,-20.375;10.1875;-27.3125,1021.3071,5.0,47.0, , , , , 
1543541848583,9,37,28,1,1.0726024;2.882619;9.241618,-0.19289379;0.014433873;-0.024417156,-21.125;11.6875;-26.5625,1021.3071,5.0,47.0, , , , , 
1543541848593,9,37,28,1,0.93852705;2.9975405;9.222465,-0.23687609;0.09628981;-0.08794714,-19.6875;10.9375;-25.8125,1021.3115,5.0,42.0, , , , , 
1543541848602,9,37,28,1,0.5267244;3.2944214;9.433155,-0.27108455;0.1879196;-0.13070771,-20.375;10.1875;-26.5625,1021.3115,5.0,42.0, , , , , 
1543541848613,9,37,28,1,0.10534488;3.4859576;9.720459,-0.305293;0.26977554;-0.14781193,-20.375;10.9375;-25.8125,1021.3115,5.0,42.0, , , , , 
1543541848623,9,37,28,1,-0.62249243;3.821146;10.151415,-0.33583626;0.33819243;-0.13681635,-20.375;10.9375;-26.5625,1021.3115,5.0,42.0, , , , , 
1543541848633,9,37,28,1,-1.1779473;4.0797195;10.381259,-0.36637953;0.3968355;-0.08428195,-19.625;10.1875;-25.8125,1021.3115,5.0,42.0, , , , , 
1543541848644,9,37,28,1,-1.9440918;4.4436383;10.620679,-0.42380086;0.4481482;0.047647487,-20.375;10.1875;-24.3125,1021.3115,5.0,42.0, , , , , 
1543541848654,9,37,28,1,-2.2026656;4.501099;10.793061,-0.49832642;0.43715262;0.18692476,-19.625;9.4375;-25.8125,1021.3115,5.0,42.0, , , , , 
1543541848664,9,37,28,1,-2.2697031;4.4915223;10.860099,-0.5423087;0.41516146;0.24678956,-19.625;9.4375;-25.8125,1021.3115,5.0,42.0, , , , , 
1543541848674,9,37,28,1,-2.1643584;4.2999864;11.099519,-0.6669252;0.28687978;0.36285394,-18.9375;10.9375;-25.8125,1021.3115,5.0,42.0, ,0,$GPGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $GNGSA;140.0;99.0;99.0 $QZGSA;140.0;99.0;99.0 $IMGSA;140.0;99.0;99.0 $BDGSA;140.0;99.0;99.0 $GAGSA;140.0;99.0;99.0 , , 
1543541848684,9,37,28,1,-1.8674773;3.9456444;11.204864,-0.7781027;0.05841617;0.3885103,-20.375;11.6875;-27.3125,1021.3115,5.0,42.0, , , , , 
1543541848694,9,37,28,1,-1.541866;3.8498764;10.97502,-0.85262823;-0.15048228;0.35063663,-19.6875;12.4375;-26.5625,1021.31885,5.0,42.0, , , , , 
1543541848704,9,37,28,1,-1.4077905;3.9552212;10.783484,-0.8624021;-0.2665467;0.31031954,-22.5;11.0;-27.3125,1021.31885,5.0,42.0, , , , , 
1543541848714,9,37,28,1,-1.3599066;4.0797195;10.46745,-0.83308053;-0.33985052;0.2724459,-21.125;12.5;-28.0625,1021.31885,5.0,42.0, , , , , 
1543541848724,9,37,28,1,-1.4269443;4.2042184;10.0748005,-0.74878114;-0.34840262;0.23945917,-22.5;11.75;-25.0625,1021.31885,5.0,42.0, , , , , 
1543541848734,9,37,28,1,-1.4939818;4.3287168;9.77792,-0.58873445;-0.25310764;0.22968532,-21.125;12.5;-28.0625,1021.31885,5.0,42.0, , , , , 
1543541848745,9,37,28,1,-1.6663644;4.501099;9.576807,-0.42380086;-0.115052104;0.25411993,-22.5625;12.5;-27.3125,1021.31885,5.0,42.0, , , , , 
1543541848755,9,37,28,1,-1.8866309;4.596867;9.528923,-0.33217105;-0.042970005;0.28344148,-20.4375;13.9375;-29.5,1021.31885,5.0,42.0, , , , , 
1543541848765,9,37,28,1,-2.1739352;4.548983;9.461885,-0.062168628;0.15004596;0.37995818,-23.25;11.75;-27.3125,1021.31885,5.0,42.0, , , , , 
1543541848775,9,37,28,1,-2.27928;4.357447;9.32781,0.101525806;0.27466246;0.44348815,-20.4375;13.1875;-26.5625,1021.31885,5.0,42.0, , , , , 
1543541848785,9,37,28,1,-2.2984335;4.0701427;9.375694,0.29944614;0.39072686;0.5180137,-21.125;12.5;-28.0625,1021.31885,5.0,42.0, , , , , 
1543541848795,9,37,28,1,-2.2984335;3.9073372;9.279925,0.43139303;0.4848001;0.56077427,-19.0;12.4375;-27.3125,1021.3159,5.0,42.0, , , , , 
1543541848805,9,37,28,1,-2.27928;3.7924154;8.935161,0.5034751;0.49823913;0.59864795,-22.5625;13.25;-26.5625,1021.3159,5.0,42.0, , , , , 
